Lon	Lat	PNV	C3cer_TeWW	C3cer_TeWWi	C3crps_TeSW	C3crps_TeSWi	C4crps_TeCo	C4crps_TeCoi	Rice_TrRi	Rice_TrRii	Pas	ID
-103.5	55.5	0	7256019.6128	13080431.7658	20124160.1918	34097306.1744	0	0	0	0	0	204
111.5	28.5	0	18924571	16589198	44049959	44865326	27474546	27954832	22317826	21692579	0	205
51.5	49.5	0	1679195	21135467	3813638	9179599	3593194	7841903	0	0	0	206
-52.5	-30.5	0	8061902.0196	11416916.0556	19922864.1678	29011005.0714	14070849.8964	21229327.0398	11228217.8184	19834530.5268	0	207
-47.5	-21.5	0	9533125.632	10621719.165	29233507.554	31622073.483	19941467.187	20594722.3545	13138424.349	13849595.7315	0	208
63.5	26.5	0	997556	6849196	2355054	19498612	2732188	24132468	1295295	20511799	0	209
-92.5	44.5	0	12245785.8019	13335724.549	22087294.2213	22696378.4908	18041380.6272	19049473.5039	12285738.8052	12894149.8161	0	210
-52.5	-17.5	0	7999952.3634	9127462.1124	20756922.8886	23183753.256	18665676.9606	19143090.3894	12524441.4498	13478596.1646	0	211
-64.5	-25.5	0	10268278	10890598	17798349	20028328	12574287	15903435	22825666	19058670	0	212
-54.5	-10.5	0	8349966	26507472	20598091	22055662	18378526	36083172	13441729	14591928	0	213
-111.5	39.5	0	4171343.5058	11812965.0879	15765225.2146	41257744.7525	6632902.3158	21181573.7156	3454902.1049	8255478.4313	0	214
-5.5	34.5	0	5786409	9271512	22615293	34235462	4580173	12497916	9109475	11282676	0	215
-59.5	1.5	0	23491927	25973226	18035367	64341459	17103106	36934238	13249738	16084013	0	216
-60.5	50.5	0	0	0	20196581.4592	20430614.96	0	0	0	0	0	217
-66.5	-36.5	0	6937338	17726699	15195633	49411211	10607865	30561469	0	0	0	218
79.5	31.5	0	10603908.9744	12105264.5658	22680845.04	25655227.7226	0	0	0	0	0	219
-71.5	-0.5	0	23545621.502	24005696.5372	57488939.8704	58470433.5168	32184173.976	32217433.724	21238472.1176	21511890.984	0	220
-1.5	6.5	0	28475405	26694265	16281446	65947850	10474250	37452253	9839874	10499805	0	221
82.5	50.5	0	4730859.6568	5559468.7502	10439053.5881	11699672.9068	5145381.2371	5859591.3386	0	0	0	222
109.5	25.5	0	17061937	16730033	43863180	43842436	27577952	27645434	23147784	22718293	0	223
-50.5	-19.5	0	8105280	26092061	21192143	23213360	20567067	21231235	12830916	13438557	0	224
42.5	8.5	0	7262369	12638113	12263061	19423142	12706186	18264372	7657360	12000778	0	225
111.5	35.5	0	14534029	18018086	31552668	36867489	24947094	25645978	15858134	18219127	0	226
-70.5	1.5	0	26515552.2618	27213033.225	23601878.1852	63335831.8628	18090949.6964	35498760.2781	17721171.8922	23534414.2082	0	227
8.5	47.5	0	15434642.2178	19064980.7894	48039183.92	50215864.7198	20673570.0678	20945916.3394	0	0	0	228
115.5	-25.5	0	2906184.6144	7527823.479	6639823.5975	24904382.7339	5711895.9	37575955.7541	2333006.4168	21902406.3855	0	229
-70.5	-53.5	0	0	0	10535253	11455882	0	0	0	0	0	230
141.5	41.5	0	3134859	3883557	7783788	10800257	4440866	4789843	0	0	0	231
26.5	-4.5	0	8363215	28491061	19813524	69049850	12306860	37930937	11098191	26438099	0	232
-11.5	17.5	0	0	0	1709694	11781542	5300388	26157295	1569468	20790718	0	233
-105.5	32.5	0	6058821.3144	11667777.99	23948138.5824	34668328.1988	16035852.7944	22097301.1248	10445411.6436	20288043.6024	0	234
101.5	3.5	0	24743061.4464	26136476.091	26614217.3121	64783822.9698	17613739.4499	33122896.3791	16897714.0596	16082021.637	0	235
-71.5	-1.5	0	18574077.7128	19369441.7814	44774288.4063	46138882.8198	24732641.1972	24859474.5972	16198416.5313	16326227.7759	0	236
93.5	55.5	0	7499909.3544	7493574.7956	19541570.8524	19832952.7716	0	0	0	0	0	237
-84.5	15.5	0	3342956.9745	9506533.8797	10510329.1722	11550461.4654	6516162.796	6683622.946	7973848.1108	7182340.9658	0	238
-6.5	10.5	0	27648672	25411468	15852508	61715179	14849849	36977594	12106329	13899859	0	239
-101.5	19.5	0	24393724	22523936	34304688	33969640	24154812	24025893	19720027	21444946	0	240
85.5	50.5	0	7872278	7813802	17469586	16921376	0	0	0	0	0	241
86.5	56.5	0	6019077	6520138	16084698	17137561	0	0	0	0	0	242
80.5	43.5	0	4776294	5293100	10619542	11486444	5287756	5631234	4702888	5112774	0	243
25.5	15.5	0	1417407	6965228	3643180	20607774	6496225	19164465	2378672	14816549	0	244
33.5	-16.5	0	5584766	29949674	11925117	74080272	12254443	36573338	22181118	12384772	0	245
-49.5	-24.5	0	11191710.5664	11504910.6432	27331992.7296	29117237.76	16970022.4512	17128514.4576	15319921.8432	14482324.1472	0	246
-65.5	-22.5	0	6720371	8716310	14152060	18876492	6504547	6078586	0	0	0	247
91.5	59.5	0	10468788	13788299	26882883	35012533	0	0	0	0	0	248
24.5	-6.5	0	8848612	23851291	20106330	59519762	13383764	37340825	12883438	25924472	0	249
48.5	6.5	0	787812	28087208	1940986	12616408	4754270	38195108	0	0	0	250
38.5	3.5	0	4404480	27963857	12009089	67948273	10410413	37537187	6441618	25479516	0	251
144.5	-32.5	0	4719895	9817769	8615989	35307140	6242649	33136486	5058355	17323821	0	252
-44.5	-22.5	0	8229866.2551	21789812.7909	25628575.9716	27653822.2485	14973578.5374	15522610.0365	10411384.6998	11229365.5614	0	253
-46.5	-9.5	0	24673908.1659	25954207.0669	16223939.9378	17053572.6858	16071218.2526	16648760.2708	12440974.0196	13333401.2658	0	254
100.5	20.5	0	16371596	18556628	22442326	28545347	14683228	17612871	12730628	16816314	0	255
44.5	-17.5	0	6004766	23519534	15433394	56988040	11668632	34001536	24015666	12003344	0	256
-119.5	48.5	0	5196766.393	13885460.0846	15089314.5351	54532393.8588	4451432.6714	17197611.9952	2218999.8532	6315120.2673	0	257
-98.5	33.5	0	7421626	12049452	19205002	28508168	16971521	26925674	16657980	21043816	0	258
20.5	43.5	0	11103007	19671994	24756704	29566340	11244390	13214870	0	0	0	259
-107.5	54.5	0	9464514.9692	9515644.5276	25274688.2154	26444970.4436	0	0	0	0	0	260
111.5	1.5	0	27953514.938	28101473.186	29443664.3488	65217821.9608	18508123.474	35148243.6884	16283313.4312	15590405.5328	0	261
136.5	49.5	0	14003258.5106	15443134.7168	12099903.4325	42837859.74	5528435.7801	13744026.4471	0	0	0	262
31.5	-25.5	0	10591701.8544	11389706.9392	23359781.2128	25950705.8136	17126906.5048	18936244.8752	25489578.0112	20661667.432	0	263
-9.5	53.5	0	9822606	11321052	27959642	32245782	6177694	6568087	0	0	0	264
114.5	41.5	0	16325758	24030145	39696016	47006186	15519366	16513720	0	0	0	265
56.5	63.5	0	10122678	12824788	25931046	32322969	0	0	0	0	0	266
-75.5	-8.5	0	10769404.5678	11253517.4646	18472755.309	19432488.7854	14358122.2563	14560738.4526	10843879.7385	11459343.3144	0	267
7.5	60.5	0	0	0	22617170	24382591	0	0	0	0	0	268
42.5	55.5	0	6493140	8030476	17338823	20711883	6274290	7455996	0	0	0	269
49.5	-16.5	0	4445649.8775	17943796.9308	11377130.1618	41928246.7578	4931146.1004	25419322.4259	14982089.9514	6653013.5802	0	270
