     Lon      Lat             PNV      C3cer_TeWW     C3cer_TeWWi     C3crps_TeSW    C3crps_TeSWi     C4crps_TeCo    C4crps_TeCoi       Rice_TrRi      Rice_TrRii             Pas
   87.50    46.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          545.71
  -66.50   -42.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          899.32
   39.50    -3.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2928.88
   -4.50    56.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1442.12
   94.50    54.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1638.46
   25.50     0.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         3590.35
   63.50    59.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1382.00
 -114.50    32.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          223.41
  -57.50   -33.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2421.92
   22.50    16.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          472.55
   25.50    53.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1535.39
  -92.50    16.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2511.59
  122.50    17.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          223.72
  -68.50     2.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2874.22
  -39.50    -8.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2071.57
  147.50   -24.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1009.05
   72.50    22.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1379.77
  -90.50    42.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2054.01
  -90.50    15.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         3152.25
  136.50   -18.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1554.01
 -114.50    59.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1409.50
 -106.50    39.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1692.28
   13.50    52.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1630.86
   15.50    40.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1349.48
  -80.50    -4.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1962.96
  160.50    56.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          993.31
   48.50    30.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          311.48
  100.50    58.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          954.00
  105.50    53.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1304.53
   76.50    19.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2064.90
  119.50   -29.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          536.18
  147.50   -20.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1782.10
    3.50    43.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          735.40
   80.50    49.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          816.19
   84.50    27.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2670.30
   64.50    58.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1449.05
 -104.50    25.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          706.17
  105.50    18.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2456.30
   30.50   -20.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1783.05
   28.50    47.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1802.95
  -97.50    44.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1406.95
   11.50     6.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         3625.60
