     Lon      Lat             PNV      C3cer_TeWW     C3cer_TeWWi     C3crps_TeSW    C3crps_TeSWi     C4crps_TeCo    C4crps_TeCoi       Rice_TrRi      Rice_TrRii             Pas
   87.50    46.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          487.38
  -66.50   -42.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          822.10
   39.50    -3.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2508.85
   -4.50    56.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1251.15
   94.50    54.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1466.74
   25.50     0.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         4436.56
   63.50    59.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1144.37
 -114.50    32.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          275.37
  -57.50   -33.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1982.94
   22.50    16.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          395.75
   25.50    53.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1322.85
  -92.50    16.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2623.72
  122.50    17.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          281.35
  -68.50     2.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         3834.34
  -39.50    -8.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1785.20
  147.50   -24.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          857.69
   72.50    22.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1193.62
  -90.50    42.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1597.56
  -90.50    15.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         3603.42
  136.50   -18.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1361.22
 -114.50    59.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1198.08
 -106.50    39.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1331.01
   13.50    52.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1475.88
   15.50    40.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1234.45
  -80.50    -4.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1674.65
  160.50    56.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          801.38
   48.50    30.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          224.67
  100.50    58.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          805.33
  105.50    53.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1165.28
   76.50    19.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1897.16
  119.50   -29.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          568.36
  147.50   -20.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1610.20
    3.50    43.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          690.56
   80.50    49.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          704.16
   84.50    27.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2512.59
   64.50    58.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1175.95
 -104.50    25.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          700.61
  105.50    18.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2350.16
   30.50   -20.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1373.35
   28.50    47.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1341.82
  -97.50    44.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          967.81
   11.50     6.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         3721.64
  -69.50   -37.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          610.93
 -111.50    58.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          813.00
 -102.50    42.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1294.47
  131.50    53.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1399.80
  161.50    55.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          314.47
 -106.50    31.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          483.25
 -108.50    26.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2081.39
  -76.50    47.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1299.89
   84.50    21.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2171.07
   35.50    -1.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2986.82
   33.50    60.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1253.88
   28.50    45.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1094.80
  104.50    17.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2755.12
  -54.50    -9.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         3226.36
   66.50    47.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          474.47
  118.50    29.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2200.83
   17.50   -20.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          842.47
   86.50    59.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1071.31
  -63.50    -3.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         3526.19
   16.50    38.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          225.28
   21.50    -4.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         3789.31
  -14.50    12.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1611.88
  -44.50   -21.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2885.39
   17.50     7.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         3799.05
   38.50    27.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          224.04
  -89.50    54.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          698.03
  146.50   -23.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          677.94
  111.50    22.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1684.70
   90.50    48.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          538.22
   30.50    66.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          489.64
  128.50    44.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2196.99
   25.50    35.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00           64.33
 -116.50    55.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1165.08
   76.50    53.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          575.31
 -112.50    58.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          612.12
  -53.50    -1.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2710.94
  -75.50   -14.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          183.28
  113.50    50.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1371.50
  113.50     2.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         4819.08
  -87.50    20.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1712.80
  -83.50    35.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2675.90
  114.50    39.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1901.44
  -91.50    43.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1565.14
  -83.50    12.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          374.77
   19.50    -5.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         3513.72
   30.50   -11.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2697.79
   48.50    48.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          567.41
   25.50    45.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2115.80
  125.50    50.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1681.06
  126.50    44.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1647.74
  123.50    48.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1518.53
 -102.50    41.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1333.43
  -38.50   -10.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1926.23
   21.50    66.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          491.01
   64.50    48.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          453.11
  -97.50    21.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          645.76
  123.50   -33.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          762.80
   39.50    51.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          955.28
  -67.50    46.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1856.20
   44.50    50.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          748.45
   28.50    58.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1349.45
   29.50   -17.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2003.50
  106.50    40.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          494.67
  171.50   -43.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2139.11
  -70.50   -16.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          884.04
   13.50    13.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          673.40
 -120.50    47.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          914.12
  -39.50   -11.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2124.96
  -57.50   -14.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2027.85
   26.50    61.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          649.06
   -0.50    53.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1061.79
  -97.50    50.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          952.73
    4.50     8.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2388.39
   39.50    49.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          928.21
  -93.50    48.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1546.09
  115.50    41.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1633.33
  -64.50     9.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2126.60
   54.50    39.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          451.59
  -72.50    -6.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         4027.56
 -108.50    34.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1396.18
  -97.50    23.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          168.14
   42.50    52.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          712.55
  119.50    31.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1865.05
   62.50    53.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          565.84
   42.50    34.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          397.36
  -96.50    47.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          981.12
 -121.50    43.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          694.31
   73.50    56.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          924.86
 -107.50    45.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1049.26
   78.50    57.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1324.01
   22.50     9.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2715.97
 -102.50    51.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          757.34
  -85.50    38.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2136.16
  140.50    -5.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         5304.30
    0.50    16.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          722.58
  121.50    -8.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          428.72
  102.50     4.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         4396.13
   21.50    51.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1254.27
   84.50    24.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2236.42
   74.50    32.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          752.61
  126.50   -17.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1451.22
   16.50   -22.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          540.70
   39.50     9.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1816.73
   46.50    26.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          181.94
   26.50    10.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1732.40
  -49.50   -15.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2813.88
   74.50    43.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          786.49
  -62.50   -17.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2450.03
  -65.50   -14.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         4041.69
   77.50    10.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2937.81
  139.50   -35.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          501.03
  -75.50    -5.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         4242.93
  118.50    33.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1267.00
  -68.50    45.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1381.85
  -91.50    46.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          976.29
   33.50    35.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00           77.95
   -4.50    31.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          236.37
  103.50    35.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2227.82
   45.50    52.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          787.56
   57.50    61.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1219.91
   64.50    53.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          560.94
  -64.50   -29.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1195.65
  -65.50    -7.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         4000.61
   13.50    32.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          353.10
   78.50    28.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1429.42
  142.50   -35.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          817.50
  125.50    49.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1500.34
 -104.50    50.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          686.91
  -42.50   -17.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2426.53
   40.50   -12.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          700.83
   38.50    -1.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2284.77
   17.50   -17.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1521.72
  -46.50   -11.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1853.31
   31.50   -15.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1097.39
   97.50    58.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          937.39
   52.50    60.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1268.04
  -96.50    30.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1634.88
  113.50    35.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1569.81
 -110.50    42.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          853.90
  -45.50   -21.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2849.25
   16.50    40.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          922.03
   38.50     0.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1786.47
  109.50    37.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1637.30
   25.50   -29.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          922.23
   22.50    66.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          513.05
   41.50    49.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          856.20
   -6.50    58.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00           40.53
   27.50    52.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1167.81
  105.50    48.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1122.57
 -112.50    30.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          234.07
  120.50    40.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          685.88
   68.50    57.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1055.92
  130.50    32.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1803.56
 -102.50    31.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          751.13
   80.50    52.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          516.82
  -60.50     7.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         3121.08
   11.50    -1.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         3768.93
   52.50    47.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          470.30
  -70.50     7.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         3805.16
 -107.50    41.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          964.32
   10.50    12.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1557.75
 -103.50    55.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          660.70
  111.50    28.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1953.53
   51.50    49.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          580.13
  -52.50   -30.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2510.72
  -47.50   -21.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         3313.00
   63.50    26.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          259.12
