Lon	Lat	PNV	C3cer_TeWW	C3cer_TeWWi	C3crps_TeSW	C3crps_TeSWi	C4crps_TeCo	C4crps_TeCoi	Rice_TrRi	Rice_TrRii	Pas	ID
87.5	46.5	0	0	0	0	0	0	0	0	0	545.71	1
-66.5	-42.5	0	0	0	0	0	0	0	0	0	899.32	2
39.5	-3.5	0	0	0	0	0	0	0	0	0	2636.284888	3
-4.5	56.5	0	0	0	0	0	0	0	0	0	1442.12	4
94.5	54.5	0	0	0	0	0	0	0	0	0	1638.46	5
25.5	0.5	0	0	0	0	0	0	0	0	0	3590.35	6
63.5	59.5	0	0	0	0	0	0	0	0	0	1382	7
-114.5	32.5	0	0	0	0	0	0	0	0	0	217.467294	8
-57.5	-33.5	0	0	0	0	0	0	0	0	0	2421.92	9
22.5	16.5	0	0	0	0	0	0	0	0	0	472.55	10
25.5	53.5	0	0	0	0	0	0	0	0	0	1535.39	11
-92.5	16.5	0	0	0	0	0	0	0	0	0	2511.59	12
122.5	17.5	0	0	0	0	0	0	0	0	0	181.526408	13
-68.5	2.5	0	0	0	0	0	0	0	0	0	2319.782962	14
-39.5	-8.5	0	0	0	0	0	0	0	0	0	2071.57	15
147.5	-24.5	0	0	0	0	0	0	0	0	0	1009.05	16
72.5	22.5	0	0	0	0	0	0	0	0	0	1374.388897	17
-90.5	42.5	0	0	0	0	0	0	0	0	0	2053.804599	18
-90.5	15.5	0	0	0	0	0	0	0	0	0	3149.09775	19
136.5	-18.5	0	0	0	0	0	0	0	0	0	1554.01	20
-114.5	59.5	0	0	0	0	0	0	0	0	0	27.7671500000001	21
-106.5	39.5	0	0	0	0	0	0	0	0	0	1244.841168	22
13.5	52.5	0	0	0	0	0	0	0	0	0	1630.86	23
15.5	40.5	0	0	0	0	0	0	0	0	0	1349.48	24
-80.5	-4.5	0	0	0	0	0	0	0	0	0	1857.156456	25
160.5	56.5	0	0	0	0	0	0	0	0	0	993.31	26
48.5	30.5	0	0	0	0	0	0	0	0	0	311.48	27
100.5	58.5	0	0	0	0	0	0	0	0	0	954	28
105.5	53.5	0	0	0	0	0	0	0	0	0	1304.53	29
76.5	19.5	0	0	0	0	0	0	0	0	0	2064.9	30
119.5	-29.5	0	0	0	0	0	0	0	0	0	495.108612	31
147.5	-20.5	0	0	0	0	0	0	0	0	0	1782.1	32
3.5	43.5	0	0	0	0	0	0	0	0	0	735.4	33
80.5	49.5	0	0	0	0	0	0	0	0	0	816.19	34
84.5	27.5	0	0	0	0	0	0	0	0	0	2401.40079	35
64.5	58.5	0	0	0	0	0	0	0	0	0	1449.05	36
-104.5	25.5	0	0	0	0	0	0	0	0	0	706.17	37
105.5	18.5	0	0	0	0	0	0	0	0	0	2456.3	38
30.5	-20.5	0	0	0	0	0	0	0	0	0	1783.05	39
28.5	47.5	0	0	0	0	0	0	0	0	0	1802.95	40
-97.5	44.5	0	0	0	0	0	0	0	0	0	1406.95	41
11.5	6.5	0	0	0	0	0	0	0	0	0	3608.92224	42
-69.5	-37.5	0	0	0	0	0	0	0	0	0	699.848776	43
-111.5	58.5	0	0	0	0	0	0	0	0	0	310.890987	44
-102.5	42.5	0	0	0	0	0	0	0	0	0	1644.2	45
131.5	53.5	0	0	0	0	0	0	0	0	0	1747.92	46
161.5	55.5	0	0	0	0	0	0	0	0	0	337.396396	47
-106.5	31.5	0	0	0	0	0	0	0	0	0	541.03	48
-108.5	26.5	0	0	0	0	0	0	0	0	0	2124.97	49
-76.5	47.5	0	0	0	0	0	0	0	0	0	1461.39	50
84.5	21.5	0	0	0	0	0	0	0	0	0	2346.8	51
35.5	-1.5	0	0	0	0	0	0	0	0	0	2707.754556	52
33.5	60.5	0	0	0	0	0	0	0	0	0	1352.51875	53
28.5	45.5	0	0	0	0	0	0	0	0	0	1354.52	54
104.5	17.5	0	0	0	0	0	0	0	0	0	2738.58928	55
-54.5	-9.5	0	0	0	0	0	0	0	0	0	2687.155042	56
66.5	47.5	0	0	0	0	0	0	0	0	0	536.89	57
118.5	29.5	0	0	0	0	0	0	0	0	0	2443.02	58
17.5	-20.5	0	0	0	0	0	0	0	0	0	1092.310142	59
86.5	59.5	0	0	0	0	0	0	0	0	0	1255.05	60
-63.5	-3.5	0	0	0	0	0	0	0	0	0	2608.34	61
16.5	38.5	0	0	0	0	0	0	0	0	0	229.57	62
