Lon	Lat	PNV	C3cer_TeWW	C3cer_TeWWi	C3crps_TeSW	C3crps_TeSWi	C4crps_TeCo	C4crps_TeCoi	Rice_TrRi	Rice_TrRii	Pas	ID
87.5	46.5	0	0	0	0	0	0	0	0	0	487.38	1
-66.5	-42.5	0	0	0	0	0	0	0	0	0	822.1	2
39.5	-3.5	0	0	0	0	0	0	0	0	0	2258.215885	3
-4.5	56.5	0	0	0	0	0	0	0	0	0	1251.15	4
94.5	54.5	0	0	0	0	0	0	0	0	0	1466.74	5
25.5	0.5	0	0	0	0	0	0	0	0	0	4436.56	6
63.5	59.5	0	0	0	0	0	0	0	0	0	1144.37	7
-114.5	32.5	0	0	0	0	0	0	0	0	0	268.045158	8
-57.5	-33.5	0	0	0	0	0	0	0	0	0	1982.94	9
22.5	16.5	0	0	0	0	0	0	0	0	0	395.75	10
25.5	53.5	0	0	0	0	0	0	0	0	0	1322.85	11
-92.5	16.5	0	0	0	0	0	0	0	0	0	2623.72	12
122.5	17.5	0	0	0	0	0	0	0	0	0	228.28739	13
-68.5	2.5	0	0	0	0	0	0	0	0	0	3094.695814	14
-39.5	-8.5	0	0	0	0	0	0	0	0	0	1785.2	15
147.5	-24.5	0	0	0	0	0	0	0	0	0	857.69	16
72.5	22.5	0	0	0	0	0	0	0	0	0	1188.964882	17
-90.5	42.5	0	0	0	0	0	0	0	0	0	1597.400244	18
-90.5	15.5	0	0	0	0	0	0	0	0	0	3599.81658	19
136.5	-18.5	0	0	0	0	0	0	0	0	0	1361.22	20
-114.5	59.5	0	0	0	0	0	0	0	0	0	23.6021760000001	21
-106.5	39.5	0	0	0	0	0	0	0	0	0	979.090956	22
13.5	52.5	0	0	0	0	0	0	0	0	0	1475.88	23
15.5	40.5	0	0	0	0	0	0	0	0	0	1234.45	24
-80.5	-4.5	0	0	0	0	0	0	0	0	0	1584.386365	25
160.5	56.5	0	0	0	0	0	0	0	0	0	801.38	26
48.5	30.5	0	0	0	0	0	0	0	0	0	224.67	27
100.5	58.5	0	0	0	0	0	0	0	0	0	805.33	28
105.5	53.5	0	0	0	0	0	0	0	0	0	1165.28	29
76.5	19.5	0	0	0	0	0	0	0	0	0	1897.16	30
119.5	-29.5	0	0	0	0	0	0	0	0	0	524.823624	31
147.5	-20.5	0	0	0	0	0	0	0	0	0	1610.2	32
3.5	43.5	0	0	0	0	0	0	0	0	0	690.56	33
80.5	49.5	0	0	0	0	0	0	0	0	0	704.16	34
84.5	27.5	0	0	0	0	0	0	0	0	0	2259.572187	35
64.5	58.5	0	0	0	0	0	0	0	0	0	1175.95	36
-104.5	25.5	0	0	0	0	0	0	0	0	0	700.61	37
105.5	18.5	0	0	0	0	0	0	0	0	0	2350.16	38
