Lon	Lat	PNV	C3cer_TeWW	C3cer_TeWWi	C3crps_TeSW	C3crps_TeSWi	C4crps_TeCo	C4crps_TeCoi	Rice_TrRi	Rice_TrRii	Pas	ID
87.5	46.5	3.96	3.96	-8310.42	3.96	-8670.1	3.96	-8378.17	3.96	-11893.63	3.96	1
-66.5	-42.5	35.2	81.53	-9244.06	109.69	-6518.91	170.32	-9170.73	30.43	-12910.83	33.39	2
39.5	-3.5	1102.31	1162.589697	-7225.982263	1000.634704	-7273.363527	1061.17543	-4885.263212	598.551033	-14807.902605	815.430128	3
-4.5	56.5	10123.15	10293.7	9814.67	10134.01	9638.6	10600.23	10360.46	0	0	10288.1	4
94.5	54.5	1578.89	2307.26	1701.53	2231.78	1568.42	0	0	0	0	2006.58	5
25.5	0.5	6800.51	9928.17	5944.74	9766.48	5804.4	9003.38	7308.03	8485.38	1867.82	12068.48	6
63.5	59.5	905.8	1577.41	-530.31	1507.22	-699.06	0	0	0	0	1232.07	7
-114.5	32.5	0	0	-15945.382208	0	-16753.343144	0	-16615.665448	0	-26144.764748	0	8
-57.5	-33.5	6000.3	6037.89	3217.25	5974.57	3338.37	6289.42	3055.38	5590.6	-3370.79	5906.71	9
22.5	16.5	326.06	196.1	-21862.07	191.38	-21305.17	207.62	-20886.23	0	0	531.02	10
25.5	53.5	1708.9	2687.11	1467.76	2636.54	1060.35	2760.03	1234.94	0	0	2397.62	11
-92.5	16.5	5895.8	5585.21	784.17	5629.22	1413.63	5901.68	1443.97	5641.83	-4936.65	6700.57	12
122.5	17.5	3948.16	3974.562956	3909.805122	4021.112974	3888.465302	4041.462886	3949.523152	3999.310656	3631.356984	4250.633692	13
-68.5	2.5	25777.16	26384.171839	26182.913383	25819.629602	25581.59967	26960.643014	26690.55507	26644.961991	24653.563806	31386.351651	14
-39.5	-8.5	1184.44	573.64	-9371.07	612.02	-7289	692.14	-7845.6	611.11	-18365.95	1122.91	15
147.5	-24.5	866.66	1061.74	-9517.92	1171.9	-12098.05	1127.05	-10119.43	776.97	-22218.16	830.5	16
72.5	22.5	5338.13	4574.848453	-9248.45957	4576.21311	-8457.426677	4797.098285	-8271.205782	4630.20173	-15043.590072	6113.135644	17
-90.5	42.5	3028.2	4362.276579	2760.096813	4383.974409	2427.890037	4378.384968	1790.173815	4194.48336	-1953.80175	3965.60625	18
-90.5	15.5	19308.88	20226.63133	18679.39012	19905.7825	18339.07078	20590.46713	19399.93885	20083.69441	14190.43357	23319.98488	19
136.5	-18.5	1223.93	831.04	-15057.37	804.75	-14721.11	959.28	-14356.26	874.86	-21666.2	1195.01	20
-114.5	59.5	752.55	762.347007	740.076157	761.085419	729.102469	737.724765	737.724765	737.724765	737.724765	758.299642	21
-106.5	39.5	1467.43	2615.238172	184.676008	2528.3491	-745.681448	387.988492	387.988492	387.988492	387.988492	2305.248976	22
13.5	52.5	1126.47	1931.38	3.14	1891.35	-427.57	1975.66	-197.19	0	0	1687.31	23
15.5	40.5	1788.4	2545.44	-3007.19	2561.81	-3351.99	2616.01	-4583.92	2254.75	-7891.43	2564.03	24
-80.5	-4.5	880.27	387.82495	-7423.857842	382.309187	-6987.573288	450.504075	-7124.511802	399.433597	-16280.782453	908.123184	25
160.5	56.5	3968.54	4624.13	3803.53	4585.24	3687.63	0	0	0	0	4551.06	26
48.5	30.5	465.17	393.69	-14834.59	393.18	-13776.4	407.73	-14688.19	396.75	-24519.56	550.45	27
100.5	58.5	495.12	1094.32	-1074.98	1057.92	-1256.36	0	0	0	0	820.19	28
105.5	53.5	162.33	444.49	-1529.33	662.34	-519.62	0	0	0	0	329.06	29
76.5	19.5	7203.44	6155.66	-7948.65	6181.69	-7047.11	6524.39	-6415.08	6341.91	-11752.87	8136.11	30
119.5	-29.5	57.91	44.539168	-14560.675484	44.040532	-14038.400444	48.749872	-14375.33987	4.435906	4.435906	53.449978	31
147.5	-20.5	2308.43	1545.16	-9819.01	1409.64	-9397.33	1564.07	-9898.16	1510.2	-20304	2385.21	32
3.5	43.5	2301.56	2643.85	373.79	2636.67	149.31	2780.62	-401.98	2811.4	-2267.38	2626.06	33
80.5	49.5	502.92	941.62	-4501.73	988.03	-5167.11	785.78	-4587.12	0	0	749.37	34
84.5	27.5	14123.77	13688.733625	7368.893882	13354.68864	7030.820033	14309.628331	7453.670893	14067.042156	3002.981235	16160.810402	35
