     Lon      Lat             PNV      C3cer_TeWW     C3cer_TeWWi     C3crps_TeSW    C3crps_TeSWi     C4crps_TeCo    C4crps_TeCoi       Rice_TrRi      Rice_TrRii             Pas
   87.50    46.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          483.22
  -66.50   -42.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          808.48
   39.50    -3.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2764.28
   -4.50    56.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1257.74
   94.50    54.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1316.49
   25.50     0.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         3566.18
   63.50    59.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1131.86
 -114.50    32.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          228.61
  -57.50   -33.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2093.95
   22.50    16.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          348.50
   25.50    53.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1363.16
  -92.50    16.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2657.36
  122.50    17.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          238.97
  -68.50     2.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2591.10
  -39.50    -8.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1931.43
  147.50   -24.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          728.75
   72.50    22.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1171.71
  -90.50    42.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1754.18
  -90.50    15.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         3318.47
  136.50   -18.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1244.38
 -114.50    59.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1185.82
 -106.50    39.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1302.49
   13.50    52.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1483.27
   15.50    40.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1132.68
  -80.50    -4.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1760.53
  160.50    56.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          730.67
   48.50    30.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          199.14
  100.50    58.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          765.06
  105.50    53.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1059.02
   76.50    19.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1983.92
  119.50   -29.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          445.03
  147.50   -20.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1529.97
    3.50    43.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          651.69
   80.50    49.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          712.16
   84.50    27.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2392.94
   64.50    58.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1175.94
 -104.50    25.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          695.05
  105.50    18.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2436.08
   30.50   -20.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1465.67
   28.50    47.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1570.30
  -97.50    44.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1219.36
   11.50     6.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         3535.56
  -69.50   -37.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          625.59
 -111.50    58.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          797.01
 -102.50    42.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1398.94
  131.50    53.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1429.12
  161.50    55.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          285.35
 -106.50    31.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          546.28
 -108.50    26.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2195.81
  -76.50    47.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1217.17
   84.50    21.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2346.80
   35.50    -1.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         3300.90
   33.50    60.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1232.83
   28.50    45.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1162.73
  104.50    17.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2825.17
  -54.50    -9.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2770.66
   66.50    47.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          478.63
  118.50    29.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2174.50
   17.50   -20.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          877.10
   86.50    59.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          959.20
  -63.50    -3.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2381.78
   16.50    38.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          197.39
   21.50    -4.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2646.99
  -14.50    12.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1810.36
  -44.50   -21.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         3062.51
   17.50     7.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         3560.85
   38.50    27.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          163.93
  -89.50    54.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          691.23
  146.50   -23.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          525.41
  111.50    22.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1992.04
   90.50    48.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          554.41
   30.50    66.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          470.80
  128.50    44.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2192.60
   25.50    35.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00           60.04
 -116.50    55.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1168.49
   76.50    53.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          648.60
 -112.50    58.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          631.08
  -53.50    -1.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2450.28
  -75.50   -14.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          188.52
  113.50    50.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1269.61
  113.50     2.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         3545.07
  -87.50    20.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1602.15
  -83.50    35.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2328.38
  114.50    39.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1987.00
  -91.50    43.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1659.22
  -83.50    12.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          301.96
   19.50    -5.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2557.10
   30.50   -11.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2655.83
   48.50    48.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          587.82
   25.50    45.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2107.16
  125.50    50.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1790.78
  126.50    44.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1986.08
  123.50    48.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1849.18
 -102.50    41.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1458.01
  -38.50   -10.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2398.71
   21.50    66.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          488.59
   64.50    48.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          461.27
  -97.50    21.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          707.64
  123.50   -33.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          645.45
   39.50    51.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1153.98
  -67.50    46.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1640.56
   44.50    50.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          909.10
   28.50    58.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1279.75
   29.50   -17.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2038.76
  106.50    40.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          513.33
  171.50   -43.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1853.89
  -70.50   -16.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1001.91
   13.50    13.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          777.72
 -120.50    47.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00          893.35
  -39.50   -11.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         2481.14
  -57.50   -14.50            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00         1425.46
