Lon	Lat	PNV	C3cer_TeWW	C3cer_TeWWi	C3crps_TeSW	C3crps_TeSWi	C4crps_TeCo	C4crps_TeCoi	Rice_TrRi	Rice_TrRii	Pas	ID
87.5	46.5	0	0	0	0	0	0	0	0	0	483.22	1
-66.5	-42.5	0	0	0	0	0	0	0	0	0	808.48	2
39.5	-3.5	0	0	0	0	0	0	0	0	0	2488.128428	3
-4.5	56.5	0	0	0	0	0	0	0	0	0	1257.74	4
94.5	54.5	0	0	0	0	0	0	0	0	0	1316.49	5
25.5	0.5	0	0	0	0	0	0	0	0	0	3566.18	6
63.5	59.5	0	0	0	0	0	0	0	0	0	1131.86	7
-114.5	32.5	0	0	0	0	0	0	0	0	0	222.528974	8
-57.5	-33.5	0	0	0	0	0	0	0	0	0	2093.95	9
22.5	16.5	0	0	0	0	0	0	0	0	0	348.5	10
25.5	53.5	0	0	0	0	0	0	0	0	0	1363.16	11
-92.5	16.5	0	0	0	0	0	0	0	0	0	2657.36	12
122.5	17.5	0	0	0	0	0	0	0	0	0	193.900258	13
-68.5	2.5	0	0	0	0	0	0	0	0	0	2091.27681	14
-39.5	-8.5	0	0	0	0	0	0	0	0	0	1931.43	15
147.5	-24.5	0	0	0	0	0	0	0	0	0	728.75	16
72.5	22.5	0	0	0	0	0	0	0	0	0	1167.140331	17
-90.5	42.5	0	0	0	0	0	0	0	0	0	1754.004582	18
-90.5	15.5	0	0	0	0	0	0	0	0	0	3315.15153	19
136.5	-18.5	0	0	0	0	0	0	0	0	0	1244.38	20
-114.5	59.5	0	0	0	0	0	0	0	0	0	23.3606540000001	21
-106.5	39.5	0	0	0	0	0	0	0	0	0	958.111644	22
13.5	52.5	0	0	0	0	0	0	0	0	0	1483.27	23
15.5	40.5	0	0	0	0	0	0	0	0	0	1132.68	24
-80.5	-4.5	0	0	0	0	0	0	0	0	0	1665.637433	25
160.5	56.5	0	0	0	0	0	0	0	0	0	730.67	26
48.5	30.5	0	0	0	0	0	0	0	0	0	199.14	27
100.5	58.5	0	0	0	0	0	0	0	0	0	765.06	28
105.5	53.5	0	0	0	0	0	0	0	0	0	1059.02	29
76.5	19.5	0	0	0	0	0	0	0	0	0	1983.92	30
119.5	-29.5	0	0	0	0	0	0	0	0	0	410.940702	31
147.5	-20.5	0	0	0	0	0	0	0	0	0	1529.97	32
3.5	43.5	0	0	0	0	0	0	0	0	0	651.69	33
80.5	49.5	0	0	0	0	0	0	0	0	0	712.16	34
84.5	27.5	0	0	0	0	0	0	0	0	0	2151.970942	35
64.5	58.5	0	0	0	0	0	0	0	0	0	1175.94	36
-104.5	25.5	0	0	0	0	0	0	0	0	0	695.05	37
105.5	18.5	0	0	0	0	0	0	0	0	0	2436.08	38
30.5	-20.5	0	0	0	0	0	0	0	0	0	1465.67	39
28.5	47.5	0	0	0	0	0	0	0	0	0	1570.3	40
-97.5	44.5	0	0	0	0	0	0	0	0	0	1219.36	41
11.5	6.5	0	0	0	0	0	0	0	0	0	3519.296424	42
-69.5	-37.5	0	0	0	0	0	0	0	0	0	622.086696	43
