87.0000	46.0000	0.0000
-67.0000	-43.0000	0.0000
39.0000	-4.0000	0.0999
-5.0000	56.0000	0.0000
-104.0000	76.0000	0.0000
94.0000	54.0000	0.0000
25.0000	0.0000	0.0000
63.0000	59.0000	0.0000
-73.0000	65.0000	0.0000
101.0000	26.0000	0.0000
-115.0000	32.0000	0.0266
-58.0000	-34.0000	0.0000
22.0000	16.0000	0.0000
25.0000	53.0000	0.0000
-93.0000	16.0000	0.0000
122.0000	17.0000	0.1886
28.0000	17.0000	0.0000
-69.0000	2.0000	0.1929
-40.0000	-9.0000	0.0000
97.0000	32.0000	0.0000
154.0000	63.0000	0.0000
147.0000	-25.0000	0.0000
140.0000	60.0000	0.0000
72.0000	22.0000	0.0039
-91.0000	42.0000	0.0001
63.0000	67.0000	0.0000
-91.0000	15.0000	0.0010
136.0000	-19.0000	0.0000
-115.0000	59.0000	0.9803
-11.0000	22.0000	0.0000
-107.0000	39.0000	0.2644
13.0000	52.0000	0.0000
15.0000	40.0000	0.0000
-81.0000	-5.0000	0.0539
16.0000	-25.0000	0.0907
160.0000	56.0000	0.0000
48.0000	30.0000	0.0000
100.0000	58.0000	0.0000
76.0000	37.0000	0.0000
105.0000	53.0000	0.0000
76.0000	19.0000	0.0000
119.0000	-30.0000	0.0766
84.0000	43.0000	0.0000
54.0000	35.0000	0.0000
147.0000	-21.0000	0.0000
3.0000	43.0000	0.0000
80.0000	49.0000	0.0000
-135.0000	66.0000	0.0000
-116.0000	65.0000	0.0000
87.0000	35.0000	0.0000
84.0000	27.0000	0.1007
173.0000	68.0000	0.0000
64.0000	58.0000	0.0000
-105.0000	25.0000	0.0000
105.0000	18.0000	0.0000
30.0000	-21.0000	0.0000
28.0000	47.0000	0.0000
1.0000	16.0000	0.0000
-154.0000	67.0000	0.7730
89.0000	68.0000	0.0000
-85.0000	72.0000	0.0000
-98.0000	44.0000	0.0000
-129.0000	66.0000	0.0000
11.0000	6.0000	0.0046
-70.0000	-38.0000	0.0056
-112.0000	58.0000	0.6733
100.0000	51.0000	0.6350
-103.0000	42.0000	0.0000
131.0000	53.0000	0.0000
-162.0000	69.0000	0.0000
161.0000	55.0000	0.0876
147.0000	66.0000	0.0000
-107.0000	31.0000	0.0000
-109.0000	26.0000	0.0000
-77.0000	47.0000	0.0000
35.0000	23.0000	0.0000
84.0000	21.0000	0.0000
-3.0000	23.0000	0.0000
106.0000	56.0000	0.0000
35.0000	-2.0000	0.2092
33.0000	60.0000	0.0450
28.0000	45.0000	0.0000
99.0000	72.0000	0.0000
142.0000	67.0000	0.0000
104.0000	17.0000	0.0060
72.0000	63.0000	0.0000
-95.0000	61.0000	0.0000
-55.0000	-10.0000	0.1277
66.0000	47.0000	0.0000
-98.0000	57.0000	0.3371
91.0000	75.0000	0.0000
105.0000	39.0000	0.0000
114.0000	55.0000	0.0000
118.0000	29.0000	0.0000
17.0000	-21.0000	0.0342
86.0000	59.0000	0.0000
-64.0000	-4.0000	0.0000
16.0000	38.0000	0.0000
21.0000	-5.0000	0.0000
-15.0000	12.0000	0.0000
54.0000	32.0000	0.0000
-45.0000	-22.0000	0.0000
125.0000	40.0000	0.0000
17.0000	7.0000	0.0000
38.0000	27.0000	0.0000
-90.0000	54.0000	0.0033
146.0000	-24.0000	0.0000
111.0000	22.0000	0.0000
140.0000	-34.0000	0.0000
90.0000	48.0000	0.0887
30.0000	66.0000	0.1605
128.0000	44.0000	0.0000
97.0000	44.0000	0.3158
25.0000	35.0000	0.0000
102.0000	40.0000	0.0000
-117.0000	55.0000	0.0299
76.0000	53.0000	0.0000
106.0000	42.0000	0.3446
156.0000	68.0000	0.0000
-113.0000	58.0000	0.9214
-54.0000	-2.0000	0.0000
-87.0000	68.0000	0.0000
-76.0000	-15.0000	0.0000
113.0000	50.0000	0.0000
28.0000	67.0000	0.0951
105.0000	77.0000	0.0000
179.0000	69.0000	0.0000
113.0000	63.0000	0.0000
-93.0000	65.0000	0.0298
113.0000	2.0000	0.0000
-88.0000	20.0000	0.0000
144.0000	62.0000	0.0000
-84.0000	35.0000	0.2199
114.0000	39.0000	0.0000
129.0000	71.0000	0.0000
-92.0000	43.0000	0.0003
-84.0000	12.0000	0.0000
-122.0000	69.0000	0.6206
19.0000	-6.0000	0.0000
48.0000	20.0000	0.0000
30.0000	-12.0000	0.0729
48.0000	48.0000	0.0000
89.0000	34.0000	0.0000
62.0000	43.0000	0.0000
25.0000	45.0000	0.0000
125.0000	50.0000	0.0000
126.0000	44.0000	0.0000
123.0000	48.0000	0.0000
-103.0000	41.0000	0.0000
101.0000	42.0000	0.0000
-39.0000	-11.0000	0.0000
21.0000	66.0000	0.0000
64.0000	48.0000	0.0000
22.0000	-25.0000	0.0232
-98.0000	21.0000	0.0000
123.0000	-34.0000	0.0702
39.0000	51.0000	0.0350
-68.0000	46.0000	0.0012
44.0000	50.0000	0.0000
28.0000	58.0000	0.0000
-180.0000	68.0000	0.0000
29.0000	-18.0000	0.0000
106.0000	40.0000	0.0000
86.0000	38.0000	0.0000
171.0000	-44.0000	0.0107
-71.0000	-17.0000	0.0000
13.0000	13.0000	0.0000
142.0000	-26.0000	0.0000
134.0000	-29.0000	0.0000
-121.0000	47.0000	0.0776
-40.0000	-12.0000	0.0000
104.0000	71.0000	0.0000
-76.0000	61.0000	0.0000
139.0000	62.0000	0.0000
-58.0000	-15.0000	0.0000
-118.0000	71.0000	0.0000
42.0000	30.0000	0.0000
26.0000	61.0000	0.0026
-1.0000	53.0000	0.0001
-71.0000	54.0000	0.0000
-98.0000	50.0000	0.0000
4.0000	8.0000	0.0354
39.0000	49.0000	0.0000
88.0000	35.0000	0.0000
-94.0000	48.0000	0.0443
115.0000	41.0000	0.0000
-65.0000	9.0000	0.0000
90.0000	34.0000	0.0000
40.0000	31.0000	0.0000
