"Lon" "Lat" "ATbiome"
19.5 -31.5 6
86.5 26.5 4
30.5 39.5 4
77.5 61.5 3
-59.5 -29.5 5
117.5 27.5 5
106.5 16.5 1
-63.5 10.5 1
-109.5 37.5 6
38.5 6.5 1
129.5 -18.5 6
-62.5 -0.5 1
-105.5 33.5 4
37.5 57.5 2
85.5 23.5 1
116.5 44.5 6
38.5 24.5 6
25.5 7.5 1
-43.5 -19.5 1
-102.5 20.5 5
4.5 7.5 1
31.5 57.5 2
-101.5 56.5 3
35.5 63.5 3
14.5 11.5 6
-65.5 -35.5 4
-4.5 32.5 6
-71.5 -46.5 3
20.5 54.5 2
-77.5 52.5 3
-64.5 46.5 2
9.5 41.5 5
-72.5 4.5 1
-104.5 26.5 6
46.5 65.5 3
-59.5 -37.5 2
42.5 50.5 4
-59.5 53.5 3
-58.5 5.5 1
36.5 50.5 2
105.5 36.5 6
29.5 12.5 6
33.5 -4.5 4
42.5 44.5 5
26.5 1.5 1
13.5 3.5 1
-97.5 19.5 2
12.5 53.5 2
-70.5 3.5 1
-128.5 60.5 3
100.5 6.5 1
86.5 57.5 3
42.5 56.5 3
16.5 31.5 6
80.5 28.5 5
46.5 -17.5 1
-79.5 36.5 2
-108.5 54.5 3
-74.5 -46.5 3
-51.5 -8.5 1
145.5 -18.5 4
13.5 -8.5 4
-104.5 43.5 5
110.5 20.5 1
160.5 55.5 7
153.5 -27.5 2
121.5 43.5 3
30.5 46.5 5
147.5 -26.5 6
-153.5 61.5 8
133.5 -20.5 6
-72.5 42.5 2
86.5 45.5 6
-80.5 44.5 2
102.5 35.5 3
67.5 58.5 3
15.5 -13.5 1
-99.5 33.5 4
5.5 44.5 2
80.5 58.5 3
108.5 -6.5 1
-94.5 55.5 3
118.5 46.5 3
72.5 46.5 6
-58.5 48.5 3
97.5 5.5 1
-66.5 6.5 1
21.5 -29.5 6
-84.5 32.5 2
92.5 53.5 3
27.5 48.5 2
-103.5 52.5 3
-128.5 59.5 3
97.5 20.5 1
21.5 49.5 2
49.5 33.5 3
45.5 2.5 6
116.5 23.5 5
-82.5 35.5 2
12.5 -5.5 1
102.5 51.5 3
-71.5 49.5 3
118.5 35.5 2
-1.5 8.5 1
-75.5 48.5 3
-100.5 17.5 1
30.5 -7.5 1
111.5 39.5 4
81.5 30.5 6
22.5 0.5 1
1.5 34.5 6
49.5 55.5 3
57.5 27.5 6
-104.5 20.5 4
8.5 48.5 2
-58.5 -23.5 1
67.5 62.5 3
60.5 52.5 3
-65.5 -26.5 2
-1.5 42.5 2
65.5 26.5 6
131.5 51.5 3
143.5 -13.5 4
30.5 -10.5 1
-107.5 31.5 6
-68.5 50.5 3
30.5 7.5 4
108.5 28.5 2
81.5 58.5 3
-131.5 58.5 3
-88.5 42.5 2
72.5 53.5 3
87.5 43.5 3
-58.5 -16.5 1
46.5 9.5 6
127.5 47.5 3
-49.5 -4.5 1
18.5 -12.5 4
-83.5 42.5 2
46.5 31.5 6
3.5 9.5 1
-82.5 48.5 3
25.5 6.5 1
85.5 59.5 3
26.5 49.5 4
42.5 35.5 6
122.5 -33.5 4
-68.5 8.5 4
72.5 47.5 3
100.5 7.5 1
-86.5 21.5 1
21.5 -33.5 6
24.5 -33.5 6
-76.5 18.5 1
-66.5 -38.5 6
62.5 27.5 6
-69.5 -47.5 4
110.5 29.5 2
100.5 45.5 6
-12.5 9.5 1
-87.5 37.5 2
85.5 52.5 3
120.5 47.5 3
79.5 43.5 4
-44.5 -3.5 1
128.5 38.5 2
66.5 43.5 5
106.5 38.5 6
-73.5 -40.5 2
24.5 0.5 1
-8.5 39.5 5
37.5 14.5 4
-96.5 31.5 5
20.5 13.5 4
23.5 8.5 1
18.5 -14.5 4
-102.5 44.5 4
5.5 6.5 1
-41.5 -13.5 4
150.5 -27.5 6
40.5 -13.5 4
-64.5 -24.5 4
-94.5 42.5 6
71.5 31.5 5
126.5 48.5 3
109.5 38.5 4
131.5 34.5 2
-61.5 -23.5 4
32.5 -10.5 4
-35.5 -7.5 1
-86.5 31.5 2
55.5 62.5 3
42.5 -0.5 6
25.5 12.5 6
-5.5 54.5 2
-52.5 5.5 1
34.5 49.5 2
-56.5 -6.5 1
1.5 12.5 6
-50.5 -23.5 1
-55.5 -22.5 1
74.5 61.5 3
-1.5 33.5 6
31.5 51.5 2
143.5 -20.5 6
117.5 5.5 1
103.5 -4.5 1
-81.5 48.5 3
17.5 53.5 2
140.5 -6.5 1
113.5 33.5 2
178.5 -37.5 2
38.5 15.5 4
97.5 57.5 3
-62.5 -20.5 4
-55.5 0.5 1
2.5 9.5 1
138.5 37.5 2
17.5 47.5 2
112.5 24.5 5
98.5 58.5 3
-59.5 -8.5 1
13.5 64.5 3
101.5 49.5 3
-52.5 -2.5 1
83.5 55.5 3
-64.5 -9.5 1
-37.5 -11.5 1
-66.5 51.5 3
74.5 58.5 3
135.5 51.5 3
-55.5 -34.5 2
38.5 55.5 2
-47.5 -14.5 4
32.5 52.5 2
27.5 -11.5 4
-43.5 -15.5 4
-103.5 26.5 6
-88.5 45.5 2
12.5 -2.5 1
-62.5 -1.5 1
29.5 30.5 6
-70.5 -49.5 4
-101.5 37.5 4
-42.5 -13.5 4
-102.5 53.5 3
-74.5 -9.5 1
8.5 6.5 1
-121.5 45.5 3
9.5 5.5 1
159.5 56.5 7
-62.5 -33.5 4
96.5 17.5 1
-120.5 40.5 3
140.5 -17.5 4
-58.5 -33.5 2
-9.5 52.5 2
-72.5 -0.5 1
-70.5 5.5 1
-115.5 37.5 6
56.5 47.5 3
32.5 51.5 2
29.5 -22.5 6
143.5 -24.5 6
-61.5 -19.5 4
44.5 44.5 4
122.5 39.5 2
-107.5 35.5 6
93.5 50.5 6
127.5 -16.5 4
135.5 -15.5 6
45.5 38.5 6
-99.5 32.5 4
22.5 3.5 1
77.5 43.5 2
-60.5 5.5 1
42.5 36.5 6
33.5 39.5 4
-85.5 43.5 2
-113.5 42.5 3
39.5 5.5 4
23.5 -30.5 6
18.5 59.5 2
119.5 43.5 4
120.5 45.5 3
46.5 59.5 3
28.5 63.5 3
32.5 36.5 4
36.5 -11.5 4
16.5 62.5 3
14.5 61.5 3
39.5 -16.5 4
37.5 -16.5 1
-103.5 27.5 6
86.5 55.5 3
-67.5 -2.5 1
29.5 65.5 3
37.5 48.5 5
15.5 -21.5 6
89.5 53.5 3
31.5 39.5 4
109.5 48.5 3
-65.5 2.5 1
78.5 50.5 3
26.5 51.5 2
15.5 -1.5 1
26.5 -12.5 4
-98.5 55.5 3
88.5 28.5 6
33.5 -9.5 1
-90.5 17.5 1
-10.5 15.5 6
39.5 62.5 3
21.5 56.5 2
-98.5 19.5 5
44.5 41.5 2
-99.5 35.5 4
29.5 10.5 4
-66.5 -21.5 5
33.5 -8.5 4
27.5 -31.5 4
-107.5 27.5 4
-56.5 -11.5 1
131.5 45.5 3
147.5 -33.5 6
-75.5 43.5 2
115.5 -0.5 1
61.5 59.5 3
119.5 46.5 3
-90.5 18.5 1
-108.5 39.5 3
38.5 -2.5 4
42.5 65.5 3
62.5 25.5 6
62.5 47.5 3
101.5 59.5 3
-127.5 55.5 3
133.5 44.5 3
-87.5 38.5 4
-63.5 -19.5 4
-51.5 -2.5 1
86.5 29.5 6
76.5 50.5 3
31.5 -1.5 1
-120.5 44.5 3
-123.5 43.5 2
117.5 -30.5 6
-79.5 -3.5 1
14.5 49.5 2
21.5 39.5 5
-89.5 34.5 2
68.5 44.5 4
80.5 44.5 3
75.5 56.5 3
48.5 7.5 6
38.5 53.5 2
-8.5 31.5 6
32.5 10.5 4
106.5 22.5 5
22.5 56.5 2
16.5 9.5 4
28.5 61.5 2
123.5 46.5 3
-43.5 -13.5 4
-48.5 -24.5 1
18.5 13.5 6
109.5 46.5 6
76.5 46.5 5
49.5 59.5 3
60.5 61.5 3
-66.5 -24.5 3
22.5 32.5 6
-6.5 7.5 1
117.5 -20.5 6
-154.5 60.5 3
82.5 46.5 4
51.5 52.5 3
40.5 1.5 6
-75.5 49.5 3
-100.5 31.5 6
134.5 -32.5 6
117.5 31.5 5
38.5 7.5 1
28.5 12.5 6
94.5 22.5 1
-109.5 27.5 6
-90.5 40.5 4
-111.5 56.5 3
39.5 -15.5 1
-59.5 -34.5 2
-50.5 -16.5 1
16.5 61.5 3
-68.5 1.5 1
102.5 18.5 1
-93.5 34.5 2
55.5 50.5 3
16.5 -11.5 1
104.5 -4.5 1
-133.5 56.5 3
-112.5 46.5 3
107.5 14.5 1
152.5 -4.5 1
107.5 11.5 1
95.5 55.5 3
-45.5 -8.5 4
6.5 53.5 2
143.5 -6.5 1
31.5 8.5 4
-52.5 -11.5 1
32.5 -15.5 4
111.5 25.5 5
115.5 28.5 5
-93.5 45.5 2
20.5 -5.5 1
-120.5 38.5 4
-161.5 61.5 3
-96.5 52.5 3
-2.5 48.5 2
57.5 59.5 3
34.5 14.5 6
76.5 44.5 6
104.5 18.5 1
-0.5 16.5 6
33.5 -13.5 4
58.5 23.5 6
33.5 -20.5 4
-55.5 -24.5 1
99.5 0.5 1
32.5 -16.5 4
123.5 53.5 3
-15.5 13.5 4
97.5 1.5 1
31.5 -19.5 4
11.5 -3.5 1
34.5 -5.5 4
-69.5 -12.5 1
25.5 48.5 2
75.5 20.5 4
40.5 21.5 6
75.5 43.5 4
119.5 26.5 2
117.5 40.5 2
125.5 11.5 1
-151.5 59.5 3
20.5 6.5 1
68.5 50.5 3
-85.5 41.5 4
-40.5 -5.5 4
103.5 30.5 2
15.5 38.5 4
50.5 37.5 4
14.5 2.5 1
15.5 0.5 1
31.5 37.5 5
36.5 14.5 6
93.5 49.5 6
-35.5 -5.5 4
75.5 61.5 3
-69.5 19.5 1
41.5 7.5 4
132.5 -12.5 4
-83.5 33.5 2
59.5 57.5 3
-119.5 47.5 4
25.5 31.5 6
49.5 37.5 4
-115.5 55.5 3
-2.5 55.5 2
-48.5 -10.5 4
-100.5 50.5 3
114.5 -22.5 6
25.5 -9.5 1
36.5 9.5 1
15.5 63.5 3
74.5 28.5 5
30.5 1.5 1
25.5 41.5 5
107.5 46.5 6
126.5 8.5 1
-113.5 38.5 3
38.5 45.5 5
-49.5 -22.5 1
21.5 64.5 3
34.5 39.5 4
41.5 11.5 6
29.5 39.5 5
69.5 28.5 6
22.5 -7.5 1
56.5 39.5 5
1.5 48.5 2
-123.5 51.5 3
-95.5 47.5 3
104.5 49.5 3
-45.5 -10.5 4
119.5 41.5 4
-80.5 36.5 2
-66.5 -13.5 1
88.5 23.5 1
118.5 31.5 2
132.5 -23.5 6
125.5 46.5 3
121.5 46.5 3
68.5 43.5 4
130.5 -24.5 6
42.5 40.5 3
111.5 48.5 3
14.5 8.5 4
-57.5 -1.5 1
49.5 53.5 3
-69.5 0.5 1
33.5 52.5 2
22.5 -15.5 4
53.5 36.5 4
34.5 3.5 6
15.5 -10.5 1
120.5 42.5 4
14.5 57.5 3
-117.5 61.5 3
44.5 25.5 6
31.5 1.5 1
17.5 4.5 1
101.5 18.5 1
-55.5 1.5 1
8.5 50.5 2
78.5 24.5 4
144.5 -36.5 4
50.5 32.5 3
142.5 -12.5 4
69.5 61.5 3
-71.5 18.5 4
-107.5 42.5 3
69.5 43.5 4
41.5 54.5 2
115.5 2.5 1
116.5 34.5 4
-6.5 16.5 6
-91.5 38.5 2
-57.5 -25.5 1
19.5 -6.5 1
-36.5 -6.5 4
111.5 -2.5 1
80.5 7.5 1
-35.5 -8.5 1
38.5 8.5 2
-149.5 65.5 3
144.5 -5.5 1
-46.5 -16.5 4
102.5 50.5 3
141.5 -37.5 4
19.5 3.5 1
38.5 9.5 2
19.5 8.5 1
30.5 -24.5 4
73.5 27.5 6
143.5 -35.5 6
33.5 -2.5 1
-55.5 -6.5 1
49.5 47.5 4
-66.5 -18.5 6
9.5 8.5 4
120.5 -33.5 4
-157.5 59.5 3
7.5 44.5 2
-58.5 -21.5 1
111.5 -0.5 1
92.5 47.5 6
-37.5 -8.5 4
-161.5 60.5 3
38.5 64.5 3
-71.5 1.5 1
52.5 49.5 4
19.5 53.5 2
32.5 54.5 2
67.5 50.5 3
130.5 43.5 3
118.5 39.5 4
132.5 52.5 3
-53.5 -19.5 4
-109.5 45.5 2
127.5 51.5 3
71.5 33.5 4
101.5 51.5 3
23.5 52.5 2
121.5 15.5 1
11.5 51.5 2
69.5 32.5 6
0.5 49.5 2
-8.5 37.5 4
-113.5 54.5 3
34.5 56.5 2
-114.5 41.5 3
76.5 51.5 3
87.5 58.5 3
-87.5 19.5 1
16.5 -16.5 6
25.5 61.5 2
-98.5 22.5 1
86.5 47.5 6
34.5 -23.5 4
-93.5 36.5 2
119.5 49.5 3
13.5 61.5 3
28.5 -21.5 5
-67.5 -12.5 1
73.5 17.5 1
75.5 25.5 4
114.5 50.5 3
122.5 50.5 3
114.5 33.5 2
-67.5 -9.5 1
56.5 60.5 3
-111.5 50.5 3
-108.5 29.5 4
77.5 29.5 4
41.5 50.5 5
43.5 20.5 6
-65.5 -6.5 1
27.5 -7.5 1
-56.5 -18.5 1
49.5 39.5 6
-42.5 -14.5 4
9.5 56.5 2
125.5 43.5 3
-99.5 26.5 4
43.5 50.5 4
-53.5 -24.5 2
41.5 38.5 4
3.5 46.5 2
-57.5 1.5 1
86.5 61.5 3
48.5 -14.5 1
-77.5 1.5 1
128.5 -17.5 6
125.5 38.5 2
101.5 48.5 3
135.5 55.5 3
-84.5 50.5 3
16.5 64.5 3
-97.5 31.5 4
103.5 58.5 3
-112.5 47.5 3
19.5 -9.5 1
45.5 36.5 4
10.5 56.5 2
129.5 53.5 3
98.5 2.5 1
39.5 64.5 3
78.5 19.5 4
114.5 -1.5 1
-0.5 5.5 1
70.5 53.5 3
132.5 -22.5 5
120.5 -9.5 4
-48.5 -3.5 1
-79.5 41.5 2
39.5 38.5 4
-150.5 65.5 3
88.5 62.5 3
-146.5 64.5 3
-90.5 51.5 3
-73.5 -3.5 1
-60.5 -20.5 4
139.5 -18.5 6
-68.5 -43.5 4
-71.5 3.5 1
17.5 59.5 2
-102.5 43.5 2
16.5 0.5 1
-66.5 18.5 1
103.5 15.5 1
28.5 50.5 4
30.5 48.5 2
-57.5 -35.5 2
133.5 45.5 3
-4.5 39.5 4
21.5 -31.5 6
-119.5 42.5 3
-40.5 -15.5 4
37.5 1.5 6
121.5 -1.5 1
142.5 -18.5 6
-77.5 8.5 1
-3.5 40.5 4
63.5 32.5 6
44.5 64.5 3
76.5 29.5 4
16.5 50.5 2
21.5 14.5 6
139.5 -34.5 6
72.5 45.5 6
33.5 1.5 1
66.5 63.5 3
10.5 4.5 1
28.5 15.5 6
118.5 34.5 2
-101.5 28.5 4
-102.5 49.5 3
-80.5 -5.5 6
19.5 14.5 6
45.5 31.5 6
-47.5 -20.5 1
39.5 46.5 4
22.5 -8.5 1
-128.5 55.5 3
90.5 57.5 3
-126.5 61.5 7
68.5 62.5 3
120.5 44.5 3
142.5 43.5 2
100.5 46.5 6
-62.5 -12.5 1
-81.5 35.5 2
44.5 9.5 6
-66.5 48.5 3
-37.5 -10.5 1
-64.5 -17.5 1
-79.5 50.5 3
2.5 7.5 1
103.5 54.5 3
-54.5 -7.5 1
48.5 58.5 3
142.5 45.5 2
29.5 -16.5 4
123.5 45.5 3
79.5 23.5 4
-73.5 -14.5 3
113.5 25.5 5
-71.5 -33.5 4
31.5 -24.5 4
112.5 -0.5 1
-65.5 6.5 1
-68.5 51.5 3
-110.5 44.5 3
-44.5 -12.5 4
72.5 59.5 3
9.5 61.5 3
48.5 38.5 4
18.5 -20.5 5
129.5 47.5 3
20.5 -13.5 4
-0.5 10.5 4
15.5 -0.5 1
41.5 60.5 3
-47.5 -10.5 1
-92.5 41.5 3
-41.5 -12.5 4
117.5 3.5 1
126.5 50.5 3
-44.5 -5.5 1
57.5 47.5 3
68.5 58.5 3
32.5 11.5 4
-93.5 44.5 4
-93.5 31.5 2
21.5 -1.5 1
-72.5 -11.5 1
112.5 34.5 5
32.5 7.5 4
107.5 47.5 6
1.5 49.5 2
-112.5 42.5 3
99.5 20.5 1
46.5 57.5 3
30.5 -29.5 2
93.5 47.5 6
55.5 56.5 3
-60.5 -13.5 1
-74.5 8.5 1
37.5 -3.5 4
-73.5 6.5 1
146.5 -31.5 6
52.5 51.5 3
-111.5 34.5 4
39.5 24.5 6
-40.5 -12.5 4
103.5 46.5 6
132.5 -18.5 6
37.5 45.5 5
141.5 -8.5 1
39.5 52.5 2
22.5 -28.5 6
112.5 28.5 5
114.5 25.5 5
69.5 55.5 3
-80.5 41.5 2
-111.5 42.5 3
-65.5 48.5 3
67.5 57.5 3
15.5 4.5 1
-113.5 60.5 3
-108.5 51.5 3
47.5 24.5 6
65.5 27.5 6
-76.5 -5.5 1
81.5 8.5 1
115.5 -28.5 6
103.5 56.5 3
129.5 -16.5 4
28.5 2.5 1
-100.5 36.5 4
108.5 11.5 1
-122.5 41.5 5
97.5 24.5 5
56.5 62.5 3
17.5 -12.5 1
36.5 13.5 4
67.5 48.5 3
-144.5 63.5 7
-118.5 49.5 3
-68.5 47.5 3
-105.5 49.5 3
-92.5 52.5 3
-88.5 44.5 2
20.5 3.5 1
98.5 53.5 3
-157.5 61.5 3
113.5 22.5 5
-52.5 -7.5 1
99.5 8.5 1
5.5 61.5 3
-0.5 34.5 6
-97.5 33.5 4
111.5 2.5 1
139.5 -3.5 1
-67.5 48.5 3
136.5 48.5 3
138.5 -18.5 6
74.5 59.5 3
2.5 34.5 6
109.5 23.5 5
-79.5 22.5 1
105.5 28.5 5
24.5 45.5 2
43.5 1.5 6
116.5 26.5 5
30.5 47.5 4
67.5 46.5 5
45.5 -23.5 4
132.5 54.5 3
143.5 -30.5 6
116.5 2.5 1
-46.5 -7.5 1
-99.5 47.5 3
32.5 -25.5 1
81.5 52.5 3
-57.5 -9.5 1
118.5 4.5 1
71.5 51.5 3
140.5 38.5 2
130.5 48.5 3
78.5 12.5 4
-122.5 42.5 5
-53.5 -8.5 1
149.5 -30.5 4
33.5 -7.5 4
118.5 1.5 1
26.5 39.5 4
23.5 -33.5 4
14.5 64.5 3
35.5 0.5 1
122.5 7.5 1
69.5 51.5 3
28.5 -1.5 1
-93.5 32.5 2
115.5 35.5 4
-66.5 -19.5 6
45.5 43.5 5
-66.5 -27.5 6
69.5 62.5 3
-120.5 36.5 6
22.5 45.5 2
-103.5 31.5 6
-83.5 41.5 4
57.5 63.5 3
-94.5 52.5 3
21.5 -6.5 1
-119.5 58.5 3
-92.5 48.5 3
17.5 -3.5 1
82.5 20.5 4
-65.5 -0.5 1
110.5 45.5 6
-122.5 40.5 4
43.5 15.5 6
-60.5 -2.5 1
19.5 -7.5 1
40.5 -15.5 4
112.5 36.5 4
27.5 8.5 4
28.5 -15.5 4
17.5 8.5 4
-88.5 21.5 4
60.5 53.5 3
13.5 57.5 2
107.5 13.5 1
41.5 13.5 6
47.5 34.5 3
-1.5 16.5 6
105.5 13.5 1
100.5 47.5 3
50.5 54.5 3
36.5 -5.5 4
112.5 40.5 3
86.5 51.5 3
88.5 54.5 3
136.5 46.5 3
92.5 48.5 6
7.5 13.5 6
8.5 11.5 4
16.5 44.5 2
119.5 -33.5 4
21.5 -10.5 1
-68.5 10.5 1
116.5 38.5 4
-80.5 32.5 2
67.5 32.5 5
6.5 46.5 2
148.5 -27.5 6
-61.5 2.5 1
20.5 -1.5 1
18.5 -11.5 1
-86.5 13.5 4
50.5 33.5 5
118.5 30.5 2
83.5 44.5 6
71.5 49.5 3
129.5 36.5 2
18.5 14.5 6
24.5 -4.5 1
-59.5 -22.5 1
45.5 37.5 4
101.5 46.5 3
114.5 34.5 4
53.5 64.5 3
55.5 27.5 6
-70.5 4.5 1
-62.5 -3.5 1
47.5 31.5 6
80.5 46.5 4
110.5 19.5 1
84.5 51.5 3
133.5 53.5 3
-106.5 44.5 5
76.5 31.5 5
-106.5 54.5 3
-6.5 14.5 6
27.5 11.5 6
-105.5 44.5 4
-61.5 5.5 1
-61.5 -34.5 2
32.5 -2.5 1
-62.5 -5.5 1
18.5 40.5 4
2.5 14.5 6
131.5 -17.5 6
-72.5 48.5 3
112.5 22.5 2
70.5 33.5 4
-87.5 50.5 3
29.5 3.5 1
95.5 54.5 3
24.5 8.5 1
-74.5 42.5 2
42.5 20.5 6
-51.5 1.5 1
28.5 40.5 5
66.5 26.5 6
62.5 30.5 6
-127.5 60.5 3
-99.5 56.5 3
80.5 59.5 3
65.5 37.5 5
116.5 28.5 5
-124.5 51.5 3
-96.5 32.5 4
-81.5 40.5 2
110.5 24.5 5
-6.5 32.5 6
31.5 -5.5 1
26.5 -27.5 6
124.5 44.5 3
26.5 48.5 2
97.5 4.5 1
100.5 50.5 3
59.5 52.5 3
29.5 8.5 4
32.5 8.5 4
33.5 58.5 2
-0.5 12.5 6
-51.5 3.5 1
-5.5 14.5 6
-84.5 13.5 1
66.5 46.5 5
44.5 6.5 4
15.5 14.5 6
18.5 63.5 3
132.5 48.5 3
-4.5 14.5 4
33.5 -5.5 4
-72.5 -5.5 1
18.5 -7.5 1
-71.5 44.5 2
-111.5 29.5 5
-50.5 -7.5 1
-56.5 -23.5 1
71.5 62.5 3
41.5 44.5 2
121.5 13.5 1
-54.5 -5.5 1
35.5 -10.5 1
-64.5 -37.5 4
97.5 37.5 6
45.5 32.5 6
119.5 10.5 1
-16.5 14.5 6
-71.5 -2.5 1
-89.5 14.5 4
176.5 -38.5 2
105.5 14.5 1
50.5 -15.5 1
-2.5 54.5 2
57.5 48.5 3
56.5 57.5 3
49.5 57.5 3
-56.5 -24.5 1
18.5 4.5 1
19.5 -8.5 1
-65.5 46.5 2
54.5 36.5 6
-42.5 -4.5 4
35.5 -7.5 4
137.5 46.5 3
8.5 12.5 6
28.5 -23.5 5
-85.5 48.5 3
117.5 -29.5 5
66.5 36.5 6
20.5 52.5 2
122.5 40.5 2
15.5 53.5 2
17.5 65.5 3
-14.5 19.5 6
28.5 62.5 3
117.5 -33.5 4
46.5 14.5 6
-113.5 34.5 6
-97.5 27.5 4
-83.5 9.5 1
-103.5 22.5 4
-116.5 39.5 3
-65.5 10.5 6
130.5 47.5 3
133.5 -0.5 1
48.5 64.5 3
66.5 29.5 6
-48.5 -22.5 1
60.5 51.5 3
17.5 46.5 2
-98.5 56.5 3
-108.5 49.5 3
-89.5 53.5 3
24.5 7.5 1
44.5 61.5 3
114.5 2.5 1
28.5 57.5 2
142.5 -5.5 1
9.5 59.5 3
15.5 3.5 1
-91.5 32.5 4
-73.5 50.5 3
-109.5 51.5 3
-66.5 -43.5 4
-46.5 -20.5 1
75.5 17.5 4
61.5 36.5 5
-89.5 45.5 3
15.5 -7.5 1
-61.5 -16.5 1
56.5 46.5 6
-60.5 0.5 1
133.5 35.5 2
141.5 -4.5 1
-117.5 34.5 6
34.5 -12.5 1
-62.5 -38.5 2
-104.5 28.5 6
40.5 -0.5 6
-55.5 -14.5 1
68.5 59.5 3
72.5 34.5 4
56.5 53.5 3
28.5 14.5 6
-98.5 31.5 4
120.5 0.5 1
-62.5 -37.5 2
87.5 48.5 3
149.5 -29.5 6
3.5 36.5 4
19.5 -14.5 4
22.5 14.5 6
117.5 30.5 2
25.5 60.5 2
21.5 4.5 1
-57.5 2.5 1
88.5 24.5 1
29.5 -5.5 1
138.5 50.5 3
121.5 44.5 3
-85.5 42.5 2
103.5 25.5 5
71.5 26.5 6
13.5 -12.5 6
120.5 51.5 3
28.5 -25.5 4
139.5 -32.5 6
61.5 63.5 3
-74.5 -7.5 1
6.5 48.5 2
22.5 48.5 2
-88.5 38.5 4
23.5 13.5 4
36.5 4.5 6
19.5 11.5 4
-50.5 -29.5 2
17.5 0.5 1
-1.5 37.5 6
106.5 31.5 2
87.5 51.5 3
128.5 47.5 3
-96.5 51.5 3
120.5 49.5 3
-63.5 -34.5 4
68.5 47.5 5
25.5 -25.5 4
64.5 61.5 3
14.5 12.5 4
100.5 16.5 1
-44.5 -8.5 4
-66.5 -25.5 3
25.5 -13.5 4
133.5 -16.5 6
-79.5 33.5 2
22.5 42.5 2
-59.5 -6.5 1
79.5 50.5 3
22.5 40.5 4
-158.5 59.5 3
6.5 60.5 3
109.5 22.5 5
137.5 -2.5 1
-105.5 55.5 3
66.5 52.5 6
29.5 49.5 2
108.5 37.5 4
83.5 43.5 6
39.5 -11.5 4
67.5 41.5 5
17.5 -22.5 5
38.5 2.5 4
119.5 -1.5 1
10.5 55.5 2
21.5 -28.5 6
117.5 2.5 1
-67.5 -36.5 4
-47.5 -16.5 1
6.5 14.5 6
147.5 -41.5 2
-128.5 57.5 7
143.5 -22.5 6
-74.5 0.5 1
-89.5 41.5 4
-45.5 -15.5 4
-100.5 52.5 3
136.5 -21.5 6
-122.5 60.5 3
0.5 33.5 6
130.5 -18.5 6
43.5 63.5 3
37.5 -1.5 4
69.5 56.5 3
-75.5 40.5 2
-71.5 -34.5 4
33.5 38.5 4
-49.5 -20.5 1
-60.5 -10.5 1
67.5 30.5 5
29.5 -28.5 4
127.5 41.5 3
77.5 18.5 4
104.5 12.5 1
37.5 58.5 3
130.5 51.5 3
48.5 50.5 4
-123.5 62.5 3
-99.5 51.5 3
112.5 37.5 4
47.5 56.5 3
-74.5 -6.5 1
-87.5 44.5 2
17.5 -14.5 5
-67.5 -33.5 6
-55.5 -13.5 1
114.5 23.5 5
-94.5 38.5 4
-95.5 18.5 1
18.5 3.5 1
64.5 56.5 3
126.5 51.5 3
17.5 51.5 2
70.5 49.5 3
-59.5 -3.5 1
119.5 53.5 3
-41.5 -21.5 1
34.5 55.5 2
-9.5 16.5 5
-63.5 -21.5 4
63.5 34.5 3
108.5 51.5 3
-41.5 -3.5 4
25.5 9.5 4
30.5 51.5 2
-120.5 52.5 3
-68.5 -26.5 8
-57.5 -31.5 2
26.5 54.5 2
61.5 32.5 6
36.5 58.5 2
35.5 41.5 5
-101.5 54.5 3
32.5 63.5 3
-0.5 43.5 2
-105.5 38.5 3
140.5 -34.5 6
-60.5 -25.5 4
4.5 9.5 4
111.5 -7.5 1
28.5 -13.5 4
-71.5 -42.5 3
-103.5 25.5 6
148.5 -28.5 6
73.5 20.5 4
13.5 6.5 1
-62.5 46.5 2
22.5 49.5 2
98.5 15.5 1
12.5 15.5 6
17.5 3.5 1
-53.5 -23.5 1
136.5 -33.5 4
-119.5 35.5 6
-8.5 30.5 6
77.5 30.5 5
30.5 49.5 2
63.5 48.5 5
-98.5 47.5 3
74.5 16.5 4
-55.5 -10.5 1
-67.5 -24.5 6
-113.5 57.5 3
1.5 8.5 1
103.5 -2.5 1
125.5 -19.5 6
-47.5 -1.5 1
-9.5 8.5 1
18.5 0.5 1
58.5 55.5 3
30.5 -14.5 6
67.5 53.5 6
20.5 41.5 2
-52.5 47.5 3
2.5 13.5 6
83.5 21.5 4
-3.5 34.5 6
-117.5 37.5 6
48.5 39.5 4
-51.5 -10.5 1
-43.5 -16.5 4
97.5 23.5 5
36.5 -7.5 1
110.5 54.5 3
-108.5 30.5 6
103.5 -1.5 1
-56.5 -3.5 1
-109.5 41.5 3
33.5 12.5 4
80.5 13.5 4
30.5 -28.5 5
-71.5 -36.5 4
27.5 -22.5 5
-59.5 -10.5 1
-104.5 45.5 4
120.5 29.5 2
57.5 64.5 3
35.5 48.5 2
-70.5 -10.5 1
-52.5 -9.5 1
-109.5 53.5 3
47.5 35.5 4
44.5 -18.5 4
43.5 12.5 6
-74.5 47.5 3
26.5 4.5 1
-72.5 -50.5 3
70.5 57.5 3
8.5 51.5 2
144.5 -23.5 5
-68.5 -33.5 6
-57.5 -10.5 1
-64.5 5.5 1
102.5 -1.5 1
68.5 28.5 6
43.5 47.5 5
-80.5 26.5 1
123.5 44.5 3
131.5 47.5 3
109.5 39.5 3
