"Lon" "Lat" "ATbiome"
148.5 -25.5 6
-97.5 54.5 3
-40.5 -18.5 1
18.5 64.5 3
37.5 -2.5 4
81.5 7.5 1
-66.5 -23.5 3
20.5 66.5 3
69.5 44.5 4
151.5 -23.5 4
12.5 -16.5 6
-57.5 -22.5 1
133.5 -3.5 1
-90.5 16.5 1
17.5 44.5 2
-51.5 -26.5 2
-72.5 2.5 1
-112.5 32.5 6
82.5 49.5 3
117.5 -32.5 4
121.5 32.5 2
79.5 16.5 4
27.5 3.5 1
65.5 56.5 3
66.5 60.5 3
62.5 62.5 3
-75.5 -6.5 1
45.5 5.5 6
37.5 8.5 1
139.5 50.5 3
45.5 13.5 6
-116.5 33.5 6
79.5 49.5 3
-98.5 24.5 4
78.5 48.5 3
-61.5 -18.5 1
14.5 56.5 2
149.5 -37.5 2
32.5 66.5 3
103.5 57.5 3
57.5 37.5 3
140.5 53.5 3
115.5 50.5 3
115.5 40.5 3
-39.5 -12.5 4
-102.5 25.5 6
42.5 3.5 6
48.5 -16.5 1
31.5 50.5 2
-3.5 48.5 2
89.5 62.5 3
106.5 17.5 1
-60.5 -15.5 1
9.5 63.5 3
31.5 52.5 2
131.5 -22.5 5
52.5 44.5 6
15.5 48.5 2
18.5 -10.5 1
107.5 39.5 6
14.5 -9.5 1
44.5 47.5 4
7.5 10.5 4
133.5 -15.5 4
39.5 50.5 5
121.5 16.5 1
53.5 52.5 3
-103.5 46.5 4
-79.5 37.5 2
-75.5 -4.5 1
37.5 51.5 4
103.5 19.5 2
107.5 28.5 2
36.5 62.5 3
117.5 25.5 2
22.5 63.5 3
27.5 -19.5 6
-5.5 41.5 4
-62.5 -9.5 1
54.5 51.5 3
-10.5 10.5 1
120.5 -32.5 6
-67.5 -53.5 3
39.5 10.5 5
21.5 -16.5 4
26.5 53.5 2
-41.5 -20.5 1
140.5 -20.5 6
-89.5 36.5 4
103.5 -0.5 1
-55.5 -18.5 1
-51.5 -30.5 2
-115.5 51.5 6
36.5 -6.5 4
-126.5 54.5 3
95.5 27.5 5
128.5 46.5 3
100.5 22.5 5
-89.5 40.5 4
-95.5 48.5 3
-12.5 12.5 4
117.5 38.5 4
114.5 -26.5 6
36.5 -12.5 4
142.5 -20.5 6
12.5 49.5 2
-93.5 42.5 4
-64.5 -14.5 1
50.5 62.5 3
98.5 14.5 1
123.5 -32.5 6
82.5 22.5 4
-64.5 -16.5 1
148.5 -9.5 1
23.5 -0.5 1
79.5 14.5 4
-3.5 11.5 4
-7.5 31.5 6
-92.5 47.5 3
40.5 62.5 3
130.5 44.5 3
16.5 1.5 1
-118.5 48.5 3
24.5 -11.5 1
32.5 12.5 6
129.5 42.5 3
145.5 -36.5 4
-56.5 48.5 3
34.5 51.5 2
-60.5 -31.5 5
-61.5 -12.5 1
-7.5 15.5 6
111.5 27.5 5
101.5 58.5 3
-45.5 -19.5 1
47.5 54.5 3
-108.5 57.5 3
79.5 13.5 4
-66.5 -7.5 1
-119.5 40.5 6
44.5 53.5 3
-113.5 49.5 3
23.5 38.5 4
85.5 57.5 3
-103.5 47.5 3
-111.5 60.5 3
-71.5 41.5 2
67.5 33.5 3
-12.5 8.5 1
-77.5 37.5 2
78.5 61.5 3
11.5 33.5 6
24.5 14.5 6
-9.5 31.5 5
112.5 39.5 4
-122.5 44.5 2
23.5 -1.5 1
22.5 -20.5 6
1.5 13.5 6
-96.5 44.5 4
-57.5 -36.5 2
-76.5 51.5 3
79.5 42.5 3
32.5 15.5 6
65.5 32.5 6
-96.5 40.5 4
-105.5 36.5 3
-65.5 -16.5 1
100.5 54.5 3
92.5 49.5 6
-98.5 18.5 4
-71.5 45.5 2
-108.5 37.5 3
-41.5 -6.5 4
52.5 43.5 6
-116.5 47.5 2
32.5 53.5 2
-100.5 43.5 4
-100.5 49.5 3
39.5 58.5 3
80.5 55.5 3
-53.5 -12.5 1
144.5 -24.5 5
69.5 27.5 6
-101.5 25.5 6
75.5 13.5 1
47.5 63.5 3
41.5 58.5 3
17.5 5.5 1
-65.5 -43.5 4
-64.5 -0.5 1
43.5 46.5 5
-70.5 -0.5 1
20.5 -8.5 1
8.5 15.5 5
106.5 29.5 5
-103.5 57.5 3
18.5 -21.5 5
32.5 67.5 3
-76.5 36.5 2
21.5 10.5 4
-69.5 48.5 3
-58.5 -12.5 1
46.5 56.5 3
118.5 52.5 3
-93.5 46.5 3
-61.5 -30.5 4
54.5 42.5 6
108.5 23.5 5
127.5 48.5 3
-66.5 -37.5 4
10.5 5.5 1
27.5 43.5 4
66.5 59.5 3
107.5 25.5 2
77.5 59.5 3
5.5 8.5 1
-10.5 16.5 5
37.5 -10.5 4
61.5 54.5 3
126.5 49.5 3
43.5 17.5 6
-1.5 12.5 6
60.5 59.5 3
29.5 -20.5 4
24.5 63.5 3
88.5 47.5 6
2.5 50.5 2
11.5 44.5 4
45.5 47.5 4
31.5 6.5 4
62.5 33.5 6
145.5 -15.5 1
25.5 -28.5 6
-56.5 -15.5 1
13.5 58.5 2
19.5 0.5 1
-61.5 -25.5 4
-95.5 34.5 2
23.5 16.5 6
-61.5 7.5 1
-115.5 30.5 6
75.5 55.5 3
-15.5 12.5 4
57.5 50.5 3
-48.5 -26.5 1
67.5 63.5 3
-52.5 -24.5 2
132.5 -0.5 1
43.5 48.5 5
20.5 -6.5 1
145.5 43.5 3
-65.5 -19.5 4
96.5 4.5 1
41.5 37.5 6
30.5 40.5 5
63.5 57.5 3
-67.5 -4.5 1
-74.5 4.5 1
-70.5 8.5 1
25.5 -3.5 1
22.5 11.5 4
37.5 5.5 1
-121.5 44.5 3
33.5 53.5 2
-80.5 34.5 2
-54.5 -28.5 2
127.5 54.5 3
-0.5 13.5 6
-118.5 55.5 3
15.5 56.5 2
58.5 22.5 6
42.5 37.5 4
148.5 -41.5 2
-13.5 13.5 4
36.5 -1.5 4
23.5 -19.5 6
72.5 49.5 3
47.5 62.5 3
19.5 -11.5 1
80.5 19.5 4
-68.5 0.5 1
-108.5 28.5 4
65.5 50.5 3
-70.5 -48.5 4
135.5 54.5 3
73.5 52.5 3
-69.5 51.5 3
-111.5 30.5 5
-3.5 31.5 6
62.5 56.5 3
-99.5 17.5 1
-83.5 50.5 3
25.5 -11.5 1
27.5 -13.5 4
121.5 18.5 1
145.5 -37.5 2
13.5 41.5 5
127.5 39.5 2
-5.5 13.5 6
16.5 52.5 2
37.5 3.5 6
-96.5 43.5 4
-42.5 -7.5 4
-83.5 30.5 2
150.5 -35.5 2
18.5 1.5 1
43.5 51.5 4
-42.5 -9.5 4
-81.5 33.5 2
-71.5 51.5 3
-44.5 -10.5 4
45.5 14.5 6
118.5 27.5 5
-8.5 7.5 1
32.5 -3.5 1
111.5 31.5 2
-86.5 52.5 3
-159.5 56.5 3
44.5 60.5 3
22.5 39.5 4
-145.5 64.5 3
32.5 65.5 3
-83.5 53.5 3
-75.5 0.5 1
53.5 55.5 3
43.5 5.5 6
12.5 64.5 3
-109.5 30.5 6
136.5 34.5 2
-60.5 -29.5 5
19.5 -12.5 1
36.5 -2.5 4
38.5 -15.5 4
13.5 48.5 2
148.5 -37.5 2
84.5 57.5 3
-90.5 44.5 2
-62.5 -15.5 1
-7.5 8.5 1
17.5 -15.5 4
-13.5 10.5 6
-107.5 48.5 3
-63.5 -33.5 4
55.5 61.5 3
-53.5 -18.5 1
8.5 14.5 6
-7.5 17.5 6
-74.5 5.5 1
-97.5 49.5 3
96.5 18.5 1
-71.5 42.5 2
-110.5 35.5 6
0.5 47.5 2
28.5 49.5 2
56.5 58.5 3
60.5 26.5 6
31.5 -6.5 1
142.5 -11.5 4
102.5 17.5 1
27.5 -28.5 4
89.5 58.5 3
-69.5 -18.5 6
-95.5 36.5 4
-80.5 27.5 1
-43.5 -6.5 4
-117.5 42.5 3
-65.5 7.5 1
-114.5 51.5 3
46.5 45.5 4
102.5 -3.5 1
-75.5 47.5 3
-119.5 54.5 3
46.5 51.5 5
14.5 46.5 2
-99.5 52.5 3
76.5 15.5 4
107.5 30.5 5
38.5 12.5 4
-68.5 -48.5 4
-56.5 -17.5 1
-126.5 53.5 3
-94.5 30.5 2
24.5 3.5 1
23.5 12.5 4
22.5 57.5 2
120.5 16.5 1
29.5 57.5 2
-47.5 -13.5 4
169.5 -45.5 2
-64.5 7.5 1
-110.5 60.5 3
6.5 35.5 6
45.5 -20.5 4
65.5 55.5 3
-60.5 -28.5 5
125.5 -17.5 6
86.5 25.5 1
16.5 48.5 2
-63.5 -35.5 4
67.5 35.5 3
-85.5 15.5 1
11.5 53.5 2
131.5 -16.5 4
39.5 -8.5 4
-52.5 1.5 1
-4.5 34.5 4
145.5 -21.5 6
23.5 45.5 2
134.5 43.5 3
142.5 -21.5 6
-65.5 -37.5 4
-69.5 -49.5 4
-0.5 52.5 2
100.5 57.5 3
-60.5 -4.5 1
39.5 44.5 2
52.5 35.5 6
-105.5 42.5 3
12.5 7.5 1
-59.5 51.5 3
94.5 23.5 1
-64.5 -5.5 1
142.5 49.5 3
-67.5 -5.5 1
90.5 24.5 1
-82.5 34.5 2
80.5 25.5 4
-64.5 -38.5 4
45.5 25.5 6
-59.5 -16.5 1
80.5 26.5 6
1.5 43.5 2
-110.5 36.5 6
16.5 39.5 5
69.5 24.5 5
-74.5 40.5 2
36.5 3.5 6
44.5 38.5 4
42.5 27.5 6
-126.5 55.5 3
62.5 60.5 3
-109.5 35.5 6
-58.5 -13.5 1
-57.5 -23.5 1
-112.5 53.5 3
16.5 46.5 2
-50.5 -30.5 2
26.5 -26.5 4
10.5 62.5 3
-55.5 -21.5 1
152.5 -24.5 4
34.5 -8.5 4
-70.5 -52.5 3
-56.5 -21.5 1
50.5 49.5 4
78.5 53.5 3
-115.5 48.5 3
-55.5 -9.5 1
-104.5 19.5 4
50.5 64.5 3
-43.5 -9.5 4
25.5 46.5 2
59.5 50.5 3
91.5 56.5 3
138.5 49.5 3
45.5 51.5 5
37.5 -5.5 1
32.5 64.5 3
85.5 60.5 3
-67.5 10.5 4
-98.5 20.5 2
13.5 -5.5 1
7.5 48.5 2
31.5 -22.5 6
22.5 15.5 5
-74.5 -48.5 3
70.5 61.5 3
52.5 55.5 3
137.5 -18.5 6
-151.5 63.5 3
-125.5 60.5 3
73.5 47.5 3
-85.5 32.5 2
72.5 43.5 4
116.5 25.5 2
3.5 13.5 6
-103.5 28.5 6
13.5 15.5 6
73.5 59.5 3
-81.5 26.5 1
-54.5 -13.5 1
54.5 60.5 3
126.5 -19.5 6
12.5 6.5 1
122.5 -18.5 6
119.5 40.5 2
-122.5 53.5 3
-100.5 25.5 4
-104.5 54.5 3
-103.5 24.5 4
25.5 59.5 2
76.5 30.5 4
101.5 16.5 1
-119.5 37.5 4
34.5 9.5 1
-117.5 53.5 3
-44.5 -20.5 1
80.5 54.5 3
46.5 -16.5 4
126.5 52.5 3
123.5 40.5 2
-80.5 35.5 2
-77.5 48.5 3
-73.5 -11.5 1
10.5 11.5 6
-90.5 54.5 3
-149.5 63.5 7
-100.5 44.5 4
-97.5 34.5 4
24.5 48.5 2
46.5 25.5 6
-111.5 37.5 6
-3.5 16.5 6
10.5 60.5 3
-62.5 -32.5 4
128.5 41.5 3
37.5 -7.5 1
-148.5 64.5 3
29.5 -10.5 1
13.5 -18.5 6
-68.5 9.5 1
124.5 51.5 3
-75.5 50.5 3
49.5 51.5 3
-107.5 55.5 3
57.5 36.5 6
-53.5 -5.5 1
64.5 49.5 3
32.5 -4.5 4
49.5 24.5 5
23.5 17.5 6
127.5 43.5 3
17.5 -19.5 4
-119.5 50.5 3
-74.5 -4.5 1
21.5 -12.5 1
-158.5 61.5 3
51.5 31.5 4
132.5 34.5 2
-103.5 50.5 3
90.5 51.5 3
14.5 42.5 4
41.5 9.5 4
17.5 -10.5 1
69.5 49.5 3
79.5 46.5 4
-59.5 -4.5 1
48.5 23.5 6
-76.5 -2.5 1
82.5 47.5 3
97.5 54.5 3
21.5 -15.5 4
25.5 -18.5 6
146.5 -21.5 6
-89.5 51.5 3
-6.5 52.5 2
25.5 42.5 5
-118.5 47.5 4
114.5 40.5 4
12.5 -3.5 1
11.5 52.5 2
8.5 61.5 7
67.5 29.5 6
-96.5 33.5 4
110.5 -0.5 1
15.5 50.5 2
30.5 2.5 1
143.5 -17.5 4
135.5 -14.5 6
-1.5 54.5 2
-3.5 14.5 6
105.5 34.5 2
101.5 4.5 1
85.5 58.5 3
89.5 26.5 1
35.5 9.5 1
44.5 31.5 6
-7.5 10.5 1
26.5 -6.5 1
-67.5 -7.5 1
16.5 53.5 2
62.5 49.5 3
35.5 33.5 4
63.5 51.5 3
111.5 32.5 2
39.5 45.5 4
108.5 34.5 4
42.5 2.5 6
137.5 51.5 3
23.5 49.5 2
51.5 15.5 6
100.5 21.5 1
133.5 47.5 3
-54.5 -3.5 1
66.5 40.5 6
28.5 44.5 4
9.5 36.5 4
24.5 2.5 1
101.5 -1.5 1
85.5 20.5 4
68.5 49.5 3
124.5 43.5 3
31.5 31.5 6
5.5 11.5 6
13.5 -9.5 4
102.5 24.5 5
127.5 46.5 3
-135.5 61.5 3
-101.5 31.5 6
29.5 -1.5 1
-112.5 49.5 3
29.5 -18.5 4
49.5 48.5 4
104.5 31.5 2
-79.5 46.5 3
-90.5 35.5 4
94.5 50.5 6
-83.5 45.5 2
44.5 8.5 6
10.5 45.5 2
-100.5 56.5 3
29.5 40.5 5
-6.5 13.5 6
150.5 -29.5 6
-73.5 -7.5 1
52.5 29.5 5
71.5 41.5 4
-65.5 8.5 4
73.5 23.5 4
110.5 37.5 4
143.5 -21.5 6
-112.5 55.5 3
0.5 11.5 4
114.5 -0.5 1
46.5 44.5 6
110.5 26.5 2
62.5 54.5 3
34.5 62.5 3
24.5 52.5 2
74.5 51.5 3
6.5 13.5 6
-120.5 61.5 3
72.5 51.5 3
39.5 4.5 4
116.5 3.5 1
-50.5 -4.5 1
26.5 44.5 4
-67.5 4.5 1
-69.5 49.5 3
-74.5 3.5 1
113.5 30.5 5
67.5 27.5 6
-73.5 -44.5 2
-8.5 13.5 6
-64.5 3.5 1
-96.5 53.5 3
142.5 51.5 3
42.5 5.5 6
-68.5 11.5 4
-83.5 10.5 1
24.5 51.5 2
122.5 -3.5 1
-63.5 4.5 1
78.5 9.5 4
20.5 50.5 2
129.5 54.5 3
145.5 -19.5 6
6.5 15.5 6
76.5 13.5 4
34.5 13.5 4
95.5 49.5 6
-57.5 -17.5 1
122.5 18.5 1
-36.5 -5.5 6
57.5 60.5 3
-63.5 -25.5 4
36.5 16.5 6
88.5 52.5 3
-84.5 36.5 2
-110.5 46.5 3
114.5 38.5 4
-57.5 -21.5 1
-107.5 36.5 3
-43.5 -12.5 4
24.5 -1.5 1
-48.5 -21.5 1
-46.5 -19.5 1
-88.5 53.5 3
14.5 -0.5 1
22.5 13.5 4
-2.5 43.5 2
-70.5 51.5 3
27.5 9.5 4
22.5 61.5 2
39.5 8.5 4
-45.5 -3.5 1
-97.5 48.5 6
110.5 40.5 4
99.5 56.5 3
32.5 -14.5 4
47.5 22.5 6
79.5 54.5 3
26.5 41.5 4
-98.5 52.5 3
-67.5 3.5 1
40.5 64.5 3
114.5 26.5 5
95.5 23.5 1
134.5 -16.5 6
-84.5 33.5 2
29.5 -7.5 1
-63.5 -1.5 1
-62.5 2.5 1
24.5 59.5 2
30.5 3.5 1
59.5 53.5 3
75.5 62.5 3
30.5 -1.5 1
27.5 -4.5 1
64.5 54.5 3
9.5 35.5 6
127.5 45.5 3
-67.5 50.5 3
-112.5 37.5 3
-89.5 16.5 1
-70.5 -46.5 4
126.5 47.5 3
-77.5 -1.5 1
129.5 52.5 3
35.5 1.5 4
-109.5 48.5 3
131.5 -19.5 6
73.5 24.5 4
140.5 35.5 2
142.5 -3.5 1
137.5 -22.5 6
108.5 15.5 1
-120.5 39.5 5
23.5 51.5 2
-123.5 57.5 3
6.5 62.5 3
-69.5 11.5 6
27.5 53.5 2
81.5 19.5 4
116.5 50.5 3
-67.5 -35.5 6
-66.5 5.5 1
-60.5 -32.5 5
97.5 25.5 5
103.5 26.5 2
87.5 52.5 3
1.5 51.5 2
-58.5 -31.5 2
130.5 -15.5 4
38.5 -12.5 4
36.5 38.5 4
75.5 54.5 3
-48.5 -7.5 1
-113.5 53.5 3
-120.5 60.5 3
15.5 6.5 1
147.5 -7.5 1
9.5 4.5 1
91.5 25.5 2
28.5 59.5 2
-111.5 45.5 2
-67.5 1.5 1
42.5 7.5 6
-51.5 -17.5 1
79.5 20.5 4
-82.5 29.5 2
-52.5 -16.5 1
51.5 53.5 3
82.5 53.5 3
138.5 -19.5 6
83.5 50.5 3
45.5 56.5 3
-78.5 36.5 2
-80.5 49.5 3
42.5 21.5 6
-55.5 -20.5 4
34.5 10.5 1
-64.5 -28.5 4
-61.5 8.5 1
92.5 24.5 1
-71.5 -6.5 1
143.5 -3.5 1
27.5 -10.5 1
-8.5 29.5 6
112.5 47.5 6
8.5 56.5 2
0.5 51.5 2
19.5 52.5 4
-112.5 45.5 3
-57.5 3.5 1
79.5 18.5 4
140.5 -37.5 4
22.5 5.5 1
64.5 57.5 3
80.5 6.5 1
20.5 -0.5 1
12.5 3.5 1
119.5 45.5 3
42.5 41.5 2
97.5 17.5 1
63.5 49.5 3
-84.5 51.5 3
55.5 59.5 3
140.5 -35.5 4
-101.5 18.5 4
-51.5 -12.5 1
21.5 -2.5 1
102.5 54.5 3
9.5 15.5 5
-122.5 38.5 4
-104.5 24.5 4
-118.5 50.5 3
14.5 1.5 1
23.5 60.5 2
25.5 67.5 3
18.5 9.5 4
-9.5 14.5 6
-123.5 39.5 5
-50.5 -1.5 1
85.5 56.5 3
-117.5 41.5 3
-82.5 8.5 1
-62.5 -34.5 4
6.5 5.5 1
11.5 61.5 3
-50.5 -9.5 1
-64.5 50.5 3
113.5 26.5 5
66.5 56.5 3
-72.5 3.5 1
23.5 -27.5 6
-109.5 55.5 3
37.5 61.5 3
46.5 53.5 3
-43.5 -14.5 4
-2.5 5.5 1
59.5 47.5 3
-103.5 54.5 3
-51.5 -14.5 1
-89.5 19.5 4
60.5 27.5 6
57.5 23.5 6
74.5 45.5 5
-87.5 51.5 3
25.5 -4.5 1
-55.5 -26.5 2
99.5 10.5 1
-110.5 28.5 6
117.5 37.5 4
-91.5 39.5 4
-104.5 53.5 3
38.5 38.5 3
-98.5 21.5 1
27.5 44.5 4
17.5 30.5 6
128.5 2.5 1
16.5 -10.5 1
124.5 40.5 2
20.5 11.5 4
12.5 50.5 2
7.5 17.5 6
125.5 54.5 3
92.5 55.5 3
39.5 23.5 6
121.5 41.5 4
-68.5 -12.5 1
6.5 16.5 5
105.5 54.5 3
-116.5 44.5 5
-78.5 45.5 3
144.5 -33.5 6
73.5 32.5 4
21.5 65.5 3
-69.5 -34.5 4
26.5 -31.5 6
-94.5 32.5 2
118.5 -20.5 6
-57.5 -30.5 2
-49.5 -19.5 1
-94.5 51.5 3
-2.5 38.5 4
-65.5 -41.5 6
-61.5 -3.5 1
134.5 48.5 3
49.5 -17.5 1
88.5 61.5 3
91.5 60.5 3
-66.5 -14.5 1
-43.5 -7.5 4
-75.5 -1.5 1
70.5 55.5 3
-4.5 12.5 4
-65.5 50.5 3
-124.5 49.5 2
21.5 11.5 4
120.5 -4.5 1
20.5 -18.5 6
-85.5 39.5 4
-89.5 17.5 1
-67.5 -44.5 4
70.5 51.5 3
132.5 49.5 3
-104.5 39.5 4
141.5 -23.5 6
-53.5 -6.5 1
-59.5 -25.5 1
74.5 23.5 4
9.5 -1.5 1
37.5 -15.5 1
24.5 -14.5 4
-11.5 20.5 6
138.5 -4.5 1
-60.5 -35.5 2
28.5 7.5 4
29.5 54.5 2
-117.5 43.5 3
-72.5 19.5 1
16.5 -14.5 4
21.5 40.5 5
110.5 39.5 4
4.5 50.5 2
104.5 24.5 2
-81.5 8.5 1
20.5 -16.5 4
101.5 14.5 1
-68.5 -37.5 6
107.5 31.5 2
19.5 10.5 4
-59.5 -33.5 5
25.5 58.5 2
-1.5 32.5 6
64.5 60.5 3
-89.5 44.5 2
138.5 47.5 3
76.5 17.5 4
-63.5 -22.5 4
0.5 40.5 4
26.5 56.5 2
134.5 -3.5 1
-76.5 49.5 3
96.5 37.5 6
2.5 49.5 2
136.5 -19.5 6
25.5 13.5 6
44.5 49.5 5
-64.5 1.5 1
15.5 37.5 4
50.5 61.5 3
8.5 13.5 6
14.5 3.5 1
35.5 4.5 6
-78.5 -8.5 6
-54.5 48.5 3
8.5 49.5 2
71.5 34.5 4
10.5 3.5 1
-110.5 53.5 3
115.5 42.5 6
-71.5 -50.5 3
29.5 37.5 4
131.5 -7.5 1
44.5 62.5 3
-63.5 45.5 2
49.5 56.5 3
77.5 17.5 4
-43.5 -2.5 1
33.5 14.5 6
10.5 7.5 1
-136.5 59.5 7
-65.5 -23.5 4
129.5 43.5 3
102.5 0.5 1
-61.5 -35.5 2
8.5 34.5 6
36.5 52.5 2
-110.5 54.5 3
130.5 33.5 2
134.5 46.5 3
93.5 58.5 3
19.5 -29.5 6
55.5 47.5 4
-100.5 24.5 6
19.5 12.5 4
-90.5 36.5 4
-78.5 44.5 2
32.5 40.5 5
26.5 6.5 1
106.5 27.5 2
69.5 33.5 3
144.5 -18.5 6
148.5 -23.5 6
147.5 -34.5 4
40.5 45.5 4
89.5 61.5 3
102.5 37.5 3
-89.5 46.5 3
-71.5 -3.5 1
99.5 53.5 3
32.5 -7.5 4
47.5 42.5 5
104.5 47.5 6
-76.5 21.5 4
-2.5 52.5 2
26.5 59.5 2
39.5 15.5 6
137.5 -21.5 6
120.5 46.5 3
-64.5 -15.5 1
68.5 53.5 3
-120.5 54.5 3
39.5 -7.5 1
140.5 52.5 3
80.5 18.5 4
5.5 10.5 4
132.5 -16.5 6
-65.5 -32.5 4
6.5 52.5 2
-77.5 51.5 3
145.5 -35.5 4
31.5 -4.5 1
131.5 48.5 3
103.5 55.5 3
100.5 14.5 1
25.5 49.5 2
-68.5 -41.5 4
-53.5 -17.5 1
33.5 36.5 4
96.5 24.5 1
-83.5 44.5 2
-69.5 6.5 1
129.5 48.5 3
104.5 27.5 2
133.5 -18.5 6
22.5 -16.5 4
20.5 -12.5 1
125.5 -18.5 6
124.5 41.5 3
141.5 -17.5 4
80.5 17.5 4
111.5 26.5 5
-96.5 28.5 5
26.5 -24.5 4
149.5 -9.5 1
145.5 -26.5 6
-97.5 20.5 1
37.5 18.5 6
38.5 56.5 2
33.5 48.5 2
-88.5 32.5 2
-122.5 51.5 3
31.5 53.5 2
104.5 48.5 6
-74.5 44.5 2
56.5 56.5 3
120.5 43.5 4
-67.5 -38.5 6
113.5 34.5 4
-54.5 -2.5 1
152.5 -31.5 2
25.5 17.5 6
-100.5 41.5 4
21.5 41.5 4
71.5 45.5 6
-47.5 -0.5 1
74.5 20.5 4
47.5 -17.5 1
46.5 62.5 3
-101.5 33.5 6
39.5 1.5 6
-94.5 53.5 3
60.5 54.5 3
-43.5 -11.5 4
-94.5 33.5 5
83.5 18.5 1
80.5 60.5 3
12.5 -18.5 6
-107.5 52.5 3
-117.5 39.5 6
-108.5 42.5 3
-78.5 39.5 2
38.5 -16.5 1
123.5 51.5 3
140.5 49.5 3
132.5 -24.5 6
150.5 -34.5 2
82.5 27.5 4
115.5 -23.5 6
123.5 8.5 1
142.5 -16.5 4
94.5 26.5 2
63.5 60.5 3
-70.5 45.5 3
11.5 8.5 1
76.5 21.5 4
-6.5 33.5 4
-61.5 52.5 3
77.5 22.5 4
81.5 22.5 4
58.5 49.5 3
101.5 13.5 1
-105.5 30.5 6
30.5 6.5 4
-93.5 54.5 3
-123.5 53.5 3
-14.5 15.5 5
49.5 60.5 3
32.5 49.5 2
-62.5 -31.5 4
151.5 -5.5 1
147.5 -36.5 2
-103.5 29.5 6
15.5 58.5 2
10.5 52.5 2
40.5 48.5 4
104.5 30.5 5
26.5 12.5 6
-110.5 55.5 3
-72.5 -38.5 2
109.5 51.5 3
72.5 50.5 3
13.5 60.5 3
-107.5 44.5 3
14.5 -12.5 1
33.5 -22.5 6
27.5 -32.5 4
-114.5 39.5 3
4.5 16.5 6
-99.5 18.5 1
46.5 -19.5 4
62.5 32.5 6
-80.5 28.5 5
-39.5 -17.5 1
98.5 24.5 2
-70.5 -43.5 2
20.5 -10.5 1
94.5 49.5 6
-121.5 57.5 3
-93.5 16.5 4
14.5 5.5 1
31.5 4.5 1
-113.5 37.5 3
23.5 -29.5 6
122.5 11.5 1
-6.5 29.5 6
-68.5 7.5 1
13.5 0.5 1
-40.5 -8.5 4
9.5 10.5 6
33.5 5.5 4
-71.5 2.5 1
-87.5 32.5 2
-65.5 0.5 1
69.5 52.5 3
-74.5 6.5 1
-4.5 40.5 4
132.5 -2.5 1
58.5 48.5 3
54.5 55.5 3
3.5 49.5 2
-12.5 20.5 6
133.5 -2.5 1
95.5 59.5 3
35.5 -2.5 4
51.5 29.5 6
-10.5 17.5 6
142.5 -19.5 6
71.5 27.5 6
31.5 -23.5 6
-124.5 55.5 3
76.5 60.5 3
72.5 27.5 6
21.5 1.5 1
77.5 23.5 4
-2.5 8.5 1
29.5 -12.5 4
103.5 0.5 1
27.5 -14.5 4
-155.5 61.5 3
-70.5 -45.5 2
110.5 38.5 4
-135.5 63.5 3
-60.5 -21.5 1
78.5 14.5 4
40.5 -1.5 6
108.5 41.5 6
-125.5 59.5 3
148.5 -21.5 6
96.5 46.5 6
-99.5 41.5 4
114.5 31.5 5
-99.5 45.5 4
-55.5 -32.5 2
21.5 31.5 6
87.5 45.5 5
126.5 -16.5 4
129.5 -24.5 5
-110.5 33.5 6
-61.5 6.5 1
-67.5 -8.5 1
107.5 50.5 3
93.5 56.5 3
-8.5 17.5 6
92.5 22.5 1
13.5 -15.5 4
-63.5 -12.5 1
72.5 48.5 3
-71.5 12.5 6
85.5 55.5 3
35.5 45.5 4
30.5 -25.5 5
-116.5 41.5 3
-90.5 53.5 3
16.5 -15.5 4
57.5 44.5 5
116.5 33.5 4
-68.5 -36.5 4
-95.5 51.5 3
58.5 54.5 3
46.5 5.5 6
-94.5 43.5 6
31.5 48.5 2
63.5 50.5 3
4.5 47.5 2
60.5 55.5 3
46.5 43.5 5
-2.5 53.5 2
44.5 3.5 4
79.5 27.5 4
83.5 25.5 4
17.5 -0.5 1
-104.5 49.5 3
35.5 49.5 4
13.5 50.5 2
-108.5 55.5 3
149.5 -27.5 6
124.5 42.5 3
-55.5 49.5 3
45.5 60.5 3
-116.5 53.5 3
83.5 54.5 3
115.5 -33.5 4
35.5 39.5 3
145.5 -32.5 6
-51.5 0.5 1
-86.5 34.5 2
-58.5 -20.5 1
48.5 -19.5 1
11.5 50.5 2
32.5 37.5 4
125.5 47.5 3
47.5 28.5 6
128.5 40.5 2
68.5 51.5 3
-97.5 36.5 4
-52.5 -6.5 1
-108.5 50.5 3
-88.5 36.5 2
17.5 -11.5 1
14.5 15.5 6
48.5 28.5 6
-106.5 59.5 3
108.5 40.5 6
31.5 -10.5 4
-51.5 -24.5 2
108.5 13.5 1
-77.5 36.5 2
-105.5 53.5 3
33.5 63.5 3
44.5 14.5 5
64.5 51.5 3
15.5 15.5 5
142.5 -23.5 5
-76.5 42.5 2
-103.5 41.5 4
-2.5 34.5 6
35.5 -4.5 4
20.5 -11.5 1
83.5 19.5 4
21.5 32.5 4
45.5 64.5 3
151.5 -32.5 2
-53.5 -32.5 2
-51.5 -11.5 1
-93.5 50.5 3
-105.5 40.5 3
16.5 -21.5 6
24.5 -12.5 1
5.5 33.5 6
26.5 -14.5 4
-5.5 42.5 2
84.5 56.5 3
-61.5 -11.5 1
-49.5 -1.5 1
-6.5 12.5 4
75.5 16.5 4
-156.5 61.5 3
104.5 1.5 1
125.5 7.5 1
