"LON" "LAT" "FPU_code" "LONLAT"
-49.5 -28.5 214 "-49.5/-28.5"
-79.5 -2.5 171 "-79.5/-2.5"
17.5 13.5 204 "17.5/13.5"
-152.5 60.5 7 "-152.5/60.5"
22.5 -21.5 113 "22.5/-21.5"
11.5 13.5 1520 "11.5/13.5"
121.5 47.5 221 "121.5/47.5"
-75.5 -0.5 11 "-75.5/-0.5"
45.5 9.5 98 "45.5/9.5"
47.5 32.5 240 "47.5/32.5"
134.5 -18.5 49 "134.5/-18.5"
108.5 55.5 1 "108.5/55.5"
-97.5 51.5 190 "-97.5/51.5"
18.5 -15.5 41 "18.5/-15.5"
22.5 4.5 58 "22.5/4.5"
75.5 51.5 117 "75.5/51.5"
70.5 54.5 173 "70.5/54.5"
-120.5 45.5 56 "-120.5/45.5"
118.5 9.5 189 "118.5/9.5"
26.5 5.5 58 "26.5/5.5"
-63.5 -32.5 185 "-63.5/-32.5"
47.5 53.5 254 "47.5/53.5"
54.5 43.5 248 "54.5/43.5"
43.5 56.5 254 "43.5/56.5"
5.5 46.5 197 "5.5/46.5"
61.5 33.5 268 "61.5/33.5"
172.5 -40.5 143 "172.5/-40.5"
-92.5 32.5 22 "-92.5/32.5"
103.5 18.5 138 "103.5/18.5"
27.5 -0.5 60 "27.5/-0.5"
13.5 9.5 146 "13.5/9.5"
-114.5 36.5 54 "-114.5/36.5"
135.5 44.5 19 "135.5/44.5"
-108.5 56.5 50 "-108.5/56.5"
73.5 46.5 117 "73.5/46.5"
72.5 62.5 274 "72.5/62.5"
-68.5 -6.5 8 "-68.5/-6.5"
40.5 -14.5 225 "40.5/-14.5"
33.5 9.5 157 "33.5/9.5"
-86.5 40.5 178 "-86.5/40.5"
-58.5 -22.5 187 "-58.5/-22.5"
-58.5 -8.5 8 "-58.5/-8.5"
-151.5 64.5 7 "-151.5/64.5"
33.5 -6.5 285 "33.5/-6.5"
77.5 8.5 212 "77.5/8.5"
10.5 63.5 2152 "10.5/63.5"
-59.5 -35.5 213 "-59.5/-35.5"
25.5 -33.5 222 "25.5/-33.5"
-106.5 55.5 50 "-106.5/55.5"
-103.5 33.5 273 "-103.5/33.5"
23.5 -28.5 181 "23.5/-28.5"
28.5 -0.5 60 "28.5/-0.5"
139.5 -6.5 105 "139.5/-6.5"
117.5 51.5 19 "117.5/51.5"
35.5 -0.5 97 "35.5/-0.5"
136.5 52.5 19 "136.5/52.5"
-99.5 40.5 141 "-99.5/40.5"
37.5 -8.5 74 "37.5/-8.5"
24.5 50.5 70 "24.5/50.5"
80.5 50.5 173 "80.5/50.5"
-80.5 50.5 38 "-80.5/50.5"
125.5 42.5 221 "125.5/42.5"
-73.5 5.5 170 "-73.5/5.5"
-66.5 -8.5 8 "-66.5/-8.5"
44.5 63.5 163 "44.5/63.5"
34.5 -4.5 74 "34.5/-4.5"
28.5 -31.5 222 "28.5/-31.5"
-84.5 44.5 94 "-84.5/44.5"
82.5 21.5 35 "82.5/21.5"
-112.5 27.5 245 "-112.5/27.5"
-71.5 -48.5 238 "-71.5/-48.5"
-54.5 -34.5 252 "-54.5/-34.5"
35.5 57.5 254 "35.5/57.5"
-76.5 52.5 38 "-76.5/52.5"
12.5 60.5 2152 "12.5/60.5"
104.5 29.5 510 "104.5/29.5"
-14.5 13.5 266 "-14.5/13.5"
-87.5 14.5 48 "-87.5/14.5"
-72.5 11.5 183 "-72.5/11.5"
68.5 33.5 268 "68.5/33.5"
70.5 58.5 174 "70.5/58.5"
-74.5 7.5 170 "-74.5/7.5"
124.5 46.5 221 "124.5/46.5"
-69.5 -4.5 8 "-69.5/-4.5"
133.5 -14.5 49 "133.5/-14.5"
20.5 9.5 121 "20.5/9.5"
137.5 53.5 19 "137.5/53.5"
64.5 30.5 268 "64.5/30.5"
39.5 -13.5 225 "39.5/-13.5"
115.5 29.5 512 "115.5/29.5"
46.5 55.5 254 "46.5/55.5"
102.5 2.5 234 "102.5/2.5"
79.5 52.5 174 "79.5/52.5"
7.5 36.5 159 "7.5/36.5"
124.5 8.5 189 "124.5/8.5"
38.5 62.5 163 "38.5/62.5"
134.5 54.5 19 "134.5/54.5"
63.5 63.5 174 "63.5/63.5"
45.5 -22.5 134 "45.5/-22.5"
12.5 10.5 1520 "12.5/10.5"
115.5 1.5 29 "115.5/1.5"
45.5 35.5 240 "45.5/35.5"
81.5 50.5 173 "81.5/50.5"
9.5 14.5 151 "9.5/14.5"
105.5 49.5 246 "105.5/49.5"
69.5 22.5 108 "69.5/22.5"
-75.5 -12.5 12 "-75.5/-12.5"
147.5 -35.5 142 "147.5/-35.5"
-51.5 -21.5 186 "-51.5/-21.5"
105.5 47.5 246 "105.5/47.5"
41.5 -1.5 97 "41.5/-1.5"
-110.5 49.5 190 "-110.5/49.5"
102.5 3.5 234 "102.5/3.5"
-7.5 38.5 103 "-7.5/38.5"
7.5 16.5 210 "7.5/16.5"
31.5 59.5 254 "31.5/59.5"
16.5 67.5 2152 "16.5/67.5"
-7.5 41.5 103 "-7.5/41.5"
62.5 52.5 173 "62.5/52.5"
128.5 53.5 19 "128.5/53.5"
32.5 61.5 163 "32.5/61.5"
113.5 49.5 132 "113.5/49.5"
-61.5 53.5 38 "-61.5/53.5"
40.5 47.5 26 "40.5/47.5"
102.5 47.5 246 "102.5/47.5"
65.5 54.5 174 "65.5/54.5"
-48.5 -11.5 243 "-48.5/-11.5"
11.5 45.5 111 "11.5/45.5"
115.5 45.5 132 "115.5/45.5"
-157.5 62.5 7 "-157.5/62.5"
-114.5 52.5 190 "-114.5/52.5"
-71.5 -12.5 12 "-71.5/-12.5"
-49.5 -17.5 186 "-49.5/-17.5"
-84.5 14.5 48 "-84.5/14.5"
46.5 37.5 269 "46.5/37.5"
115.5 43.5 131 "115.5/43.5"
-90.5 41.5 140 "-90.5/41.5"
26.5 -2.5 60 "26.5/-2.5"
98.5 3.5 1061 "98.5/3.5"
81.5 25.5 891 "81.5/25.5"
54.5 61.5 163 "54.5/61.5"
23.5 -14.5 286 "23.5/-14.5"
-125.5 52.5 7 "-125.5/52.5"
67.5 49.5 173 "67.5/49.5"
-50.5 -17.5 186 "-50.5/-17.5"
21.5 8.5 120 "21.5/8.5"
-91.5 35.5 140 "-91.5/35.5"
-48.5 -0.5 8 "-48.5/-0.5"
148.5 -20.5 772 "148.5/-20.5"
23.5 48.5 70 "23.5/48.5"
90.5 45.5 172 "90.5/45.5"
67.5 34.5 268 "67.5/34.5"
99.5 9.5 237 "99.5/9.5"
114.5 -25.5 272 "114.5/-25.5"
46.5 6.5 98 "46.5/6.5"
-55.5 -29.5 251 "-55.5/-29.5"
43.5 45.5 26 "43.5/45.5"
146.5 -30.5 142 "146.5/-30.5"
4.5 44.5 197 "4.5/44.5"
-106.5 52.5 190 "-106.5/52.5"
51.5 65.5 163 "51.5/65.5"
29.5 -24.5 128 "29.5/-24.5"
67.5 40.5 232 "67.5/40.5"
-110.5 57.5 50 "-110.5/57.5"
104.5 14.5 137 "104.5/14.5"
138.5 52.5 19 "138.5/52.5"
90.5 26.5 34 "90.5/26.5"
74.5 25.5 133 "74.5/25.5"
36.5 34.5 82 "36.5/34.5"
18.5 6.5 120 "18.5/6.5"
35.5 -21.5 127 "35.5/-21.5"
92.5 59.5 274 "92.5/59.5"
-111.5 46.5 141 "-111.5/46.5"
30.5 9.5 211 "30.5/9.5"
-49.5 -12.5 243 "-49.5/-12.5"
21.5 55.5 177 "21.5/55.5"
22.5 2.5 60 "22.5/2.5"
-50.5 -5.5 243 "-50.5/-5.5"
51.5 50.5 248 "51.5/50.5"
64.5 45.5 230 "64.5/45.5"
32.5 -19.5 227 "32.5/-19.5"
-63.5 -29.5 213 "-63.5/-29.5"
95.5 20.5 235 "95.5/20.5"
-46.5 -15.5 214 "-46.5/-15.5"
-65.5 -25.5 185 "-65.5/-25.5"
-67.5 -11.5 9 "-67.5/-11.5"
-121.5 59.5 50 "-121.5/59.5"
31.5 -3.5 74 "31.5/-3.5"
23.5 -5.5 60 "23.5/-5.5"
-95.5 42.5 141 "-95.5/42.5"
104.5 55.5 274 "104.5/55.5"
118.5 44.5 221 "118.5/44.5"
41.5 5.5 96 "41.5/5.5"
-91.5 33.5 140 "-91.5/33.5"
87.5 59.5 174 "87.5/59.5"
-134.5 61.5 7 "-134.5/61.5"
143.5 -15.5 49 "143.5/-15.5"
-134.5 58.5 7 "-134.5/58.5"
133.5 54.5 19 "133.5/54.5"
62.5 61.5 174 "62.5/61.5"
16.5 5.5 58 "16.5/5.5"
-75.5 -7.5 12 "-75.5/-7.5"
41.5 -0.5 98 "41.5/-0.5"
-91.5 41.5 140 "-91.5/41.5"
-109.5 31.5 245 "-109.5/31.5"
21.5 9.5 120 "21.5/9.5"
114.5 24.5 512 "114.5/24.5"
32.5 46.5 70 "32.5/46.5"
-72.5 5.5 182 "-72.5/5.5"
128.5 -15.5 49 "128.5/-15.5"
-49.5 -3.5 243 "-49.5/-3.5"
-70.5 -9.5 12 "-70.5/-9.5"
50.5 65.5 163 "50.5/65.5"
77.5 54.5 174 "77.5/54.5"
21.5 -7.5 57 "21.5/-7.5"
71.5 25.5 133 "71.5/25.5"
38.5 -5.5 74 "38.5/-5.5"
37.5 35.5 241 "37.5/35.5"
16.5 58.5 2151 "16.5/58.5"
148.5 -40.5 770 "148.5/-40.5"
74.5 42.5 231 "74.5/42.5"
21.5 44.5 62 "21.5/44.5"
85.5 54.5 174 "85.5/54.5"
29.5 -2.5 71 "29.5/-2.5"
146.5 -25.5 142 "146.5/-25.5"
-79.5 48.5 38 "-79.5/48.5"
72.5 41.5 231 "72.5/41.5"
44.5 27.5 20000 "44.5/27.5"
10.5 15.5 122 "10.5/15.5"
-77.5 45.5 93 "-77.5/45.5"
-106.5 35.5 200 "-106.5/35.5"
61.5 53.5 173 "61.5/53.5"
-64.5 -34.5 213 "-64.5/-34.5"
7.5 18.5 210 "7.5/18.5"
-84.5 47.5 93 "-84.5/47.5"
139.5 35.5 1120 "139.5/35.5"
39.5 11.5 96 "39.5/11.5"
32.5 39.5 84 "32.5/39.5"
-59.5 -15.5 186 "-59.5/-15.5"
47.5 27.5 20000 "47.5/27.5"
-7.5 33.5 168 "-7.5/33.5"
78.5 59.5 174 "78.5/59.5"
41.5 56.5 254 "41.5/56.5"
-100.5 18.5 139 "-100.5/18.5"
31.5 2.5 158 "31.5/2.5"
140.5 51.5 19 "140.5/51.5"
-62.5 9.5 183 "-62.5/9.5"
27.5 5.5 157 "27.5/5.5"
118.5 37.5 1010 "118.5/37.5"
-154.5 61.5 7 "-154.5/61.5"
-41.5 -18.5 214 "-41.5/-18.5"
158.5 53.5 1 "158.5/53.5"
44.5 26.5 20000 "44.5/26.5"
-123.5 55.5 50 "-123.5/55.5"
61.5 57.5 174 "61.5/57.5"
18.5 -13.5 41 "18.5/-13.5"
37.5 13.5 156 "37.5/13.5"
23.5 -9.5 60 "23.5/-9.5"
12.5 65.5 2152 "12.5/65.5"
146.5 -6.5 184 "146.5/-6.5"
-108.5 52.5 190 "-108.5/52.5"
114.5 42.5 131 "114.5/42.5"
-76.5 48.5 38 "-76.5/48.5"
31.5 67.5 163 "31.5/67.5"
-119.5 61.5 50 "-119.5/61.5"
125.5 45.5 221 "125.5/45.5"
25.5 -16.5 286 "25.5/-16.5"
36.5 37.5 84 "36.5/37.5"
-96.5 50.5 190 "-96.5/50.5"
34.5 38.5 242 "34.5/38.5"
136.5 53.5 19 "136.5/53.5"
54.5 57.5 254 "54.5/57.5"
23.5 54.5 23 "23.5/54.5"
75.5 44.5 276 "75.5/44.5"
-79.5 35.5 228 "-79.5/35.5"
12.5 59.5 2151 "12.5/59.5"
-77.5 -4.5 12 "-77.5/-4.5"
38.5 40.5 27 "38.5/40.5"
87.5 28.5 88 "87.5/28.5"
52.5 52.5 254 "52.5/52.5"
85.5 48.5 173 "85.5/48.5"
115.5 31.5 512 "115.5/31.5"
-121.5 46.5 56 "-121.5/46.5"
-4.5 6.5 258 "-4.5/6.5"
20.5 14.5 204 "20.5/14.5"
46.5 47.5 254 "46.5/47.5"
134.5 -13.5 49 "134.5/-13.5"
-111.5 33.5 54 "-111.5/33.5"
34.5 41.5 242 "34.5/41.5"
-86.5 39.5 178 "-86.5/39.5"
-106.5 48.5 141 "-106.5/48.5"
44.5 54.5 254 "44.5/54.5"
56.5 38.5 271 "56.5/38.5"
108.5 35.5 1010 "108.5/35.5"
16.5 -0.5 59 "16.5/-0.5"
82.5 25.5 891 "82.5/25.5"
-54.5 -19.5 186 "-54.5/-19.5"
-60.5 8.5 165 "-60.5/8.5"
-58.5 3.5 165 "-58.5/3.5"
-68.5 49.5 38 "-68.5/49.5"
35.5 -6.5 74 "35.5/-6.5"
-74.5 -14.5 188 "-74.5/-14.5"
144.5 43.5 1121 "144.5/43.5"
-115.5 39.5 92 "-115.5/39.5"
80.5 45.5 276 "80.5/45.5"
116.5 31.5 100 "116.5/31.5"
28.5 9.5 157 "28.5/9.5"
63.5 53.5 173 "63.5/53.5"
136.5 36.5 1120 "136.5/36.5"
-74.5 49.5 38 "-74.5/49.5"
18.5 -17.5 41 "18.5/-17.5"
95.5 17.5 235 "95.5/17.5"
29.5 -21.5 129 "29.5/-21.5"
93.5 48.5 132 "93.5/48.5"
42.5 51.5 26 "42.5/51.5"
53.5 49.5 248 "53.5/49.5"
-122.5 52.5 7 "-122.5/52.5"
20.5 31.5 161 "20.5/31.5"
15.5 5.5 43 "15.5/5.5"
-85.5 37.5 178 "-85.5/37.5"
30.5 -17.5 287 "30.5/-17.5"
-9.5 29.5 168 "-9.5/29.5"
17.5 62.5 2151 "17.5/62.5"
95.5 18.5 235 "95.5/18.5"
27.5 65.5 2150 "27.5/65.5"
-106.5 40.5 54 "-106.5/40.5"
37.5 59.5 254 "37.5/59.5"
-91.5 14.5 277 "-91.5/14.5"
82.5 48.5 173 "82.5/48.5"
-5.5 36.5 103 "-5.5/36.5"
20.5 45.5 62 "20.5/45.5"
26.5 -15.5 286 "26.5/-15.5"
15.5 -11.5 41 "15.5/-11.5"
77.5 13.5 40 "77.5/13.5"
29.5 46.5 67 "29.5/46.5"
49.5 -12.5 134 "49.5/-12.5"
117.5 52.5 19 "117.5/52.5"
0.5 41.5 102 "0.5/41.5"
32.5 -26.5 127 "32.5/-26.5"
141.5 -7.5 184 "141.5/-7.5"
-93.5 43.5 140 "-93.5/43.5"
71.5 24.5 108 "71.5/24.5"
26.5 -25.5 128 "26.5/-25.5"
144.5 -34.5 142 "144.5/-34.5"
-95.5 43.5 140 "-95.5/43.5"
-53.5 -15.5 243 "-53.5/-15.5"
-106.5 50.5 190 "-106.5/50.5"
-126.5 59.5 50 "-126.5/59.5"
13.5 -2.5 44 "13.5/-2.5"
-73.5 41.5 244 "-73.5/41.5"
-0.5 11.5 256 "-0.5/11.5"
8.5 45.5 111 "8.5/45.5"
41.5 57.5 254 "41.5/57.5"
-65.5 -2.5 8 "-65.5/-2.5"
11.5 15.5 122 "11.5/15.5"
-102.5 29.5 200 "-102.5/29.5"
13.5 54.5 175 "13.5/54.5"
46.5 54.5 254 "46.5/54.5"
176.5 -39.5 143 "176.5/-39.5"
-114.5 58.5 50 "-114.5/58.5"
-122.5 46.5 56 "-122.5/46.5"
33.5 -10.5 286 "33.5/-10.5"
-116.5 59.5 50 "-116.5/59.5"
72.5 24.5 108 "72.5/24.5"
106.5 53.5 1 "106.5/53.5"
16.5 49.5 64 "16.5/49.5"
59.5 29.5 269 "59.5/29.5"
67.5 55.5 174 "67.5/55.5"
42.5 22.5 20000 "42.5/22.5"
-107.5 49.5 190 "-107.5/49.5"
-96.5 36.5 22 "-96.5/36.5"
53.5 61.5 163 "53.5/61.5"
-64.5 -40.5 238 "-64.5/-40.5"
-99.5 19.5 139 "-99.5/19.5"
70.5 46.5 117 "70.5/46.5"
24.5 -31.5 222 "24.5/-31.5"
93.5 20.5 235 "93.5/20.5"
34.5 11.5 157 "34.5/11.5"
-85.5 51.5 38 "-85.5/51.5"
19.5 43.5 62 "19.5/43.5"
132.5 43.5 19 "132.5/43.5"
18.5 65.5 2151 "18.5/65.5"
-100.5 30.5 200 "-100.5/30.5"
8.5 35.5 159 "8.5/35.5"
123.5 -19.5 49 "123.5/-19.5"
73.5 44.5 117 "73.5/44.5"
45.5 50.5 254 "45.5/50.5"
45.5 46.5 26 "45.5/46.5"
28.5 53.5 68 "28.5/53.5"
51.5 61.5 163 "51.5/61.5"
91.5 58.5 274 "91.5/58.5"
27.5 2.5 60 "27.5/2.5"
101.5 25.5 510 "101.5/25.5"
29.5 -0.5 72 "29.5/-0.5"
138.5 -32.5 49 "138.5/-32.5"
-110.5 47.5 141 "-110.5/47.5"
44.5 56.5 254 "44.5/56.5"
-47.5 -24.5 214 "-47.5/-24.5"
68.5 38.5 17 "68.5/38.5"
-63.5 -28.5 185 "-63.5/-28.5"
58.5 29.5 269 "58.5/29.5"
36.5 15.5 157 "36.5/15.5"
122.5 46.5 221 "122.5/46.5"
23.5 -4.5 60 "23.5/-4.5"
55.5 45.5 248 "55.5/45.5"
114.5 0.5 29 "114.5/0.5"
22.5 1.5 60 "22.5/1.5"
-67.5 51.5 38 "-67.5/51.5"
-76.5 -7.5 12 "-76.5/-7.5"
13.5 11.5 123 "13.5/11.5"
-47.5 -5.5 243 "-47.5/-5.5"
40.5 53.5 254 "40.5/53.5"
20.5 7.5 120 "20.5/7.5"
-68.5 -8.5 8 "-68.5/-8.5"
38.5 1.5 97 "38.5/1.5"
71.5 40.5 231 "71.5/40.5"
-1.5 7.5 257 "-1.5/7.5"
49.5 22.5 20000 "49.5/22.5"
29.5 -31.5 222 "29.5/-31.5"
-73.5 44.5 244 "-73.5/44.5"
-105.5 35.5 200 "-105.5/35.5"
101.5 37.5 1011 "101.5/37.5"
138.5 53.5 19 "138.5/53.5"
-59.5 4.5 165 "-59.5/4.5"
117.5 43.5 221 "117.5/43.5"
36.5 2.5 97 "36.5/2.5"
-53.5 -22.5 186 "-53.5/-22.5"
134.5 47.5 19 "134.5/47.5"
-76.5 2.5 170 "-76.5/2.5"
17.5 -4.5 60 "17.5/-4.5"
-6.5 11.5 150 "-6.5/11.5"
96.5 47.5 132 "96.5/47.5"
104.5 57.5 274 "104.5/57.5"
45.5 41.5 25 "45.5/41.5"
36.5 6.5 96 "36.5/6.5"
-46.5 -12.5 243 "-46.5/-12.5"
43.5 60.5 163 "43.5/60.5"
25.5 3.5 60 "25.5/3.5"
115.5 37.5 95 "115.5/37.5"
129.5 -22.5 49 "129.5/-22.5"
-82.5 46.5 93 "-82.5/46.5"
-107.5 47.5 141 "-107.5/47.5"
100.5 19.5 138 "100.5/19.5"
46.5 52.5 254 "46.5/52.5"
-66.5 50.5 38 "-66.5/50.5"
50.5 25.5 20000 "50.5/25.5"
-74.5 46.5 38 "-74.5/46.5"
36.5 51.5 69 "36.5/51.5"
132.5 47.5 18 "132.5/47.5"
-96.5 39.5 141 "-96.5/39.5"
-38.5 -8.5 214 "-38.5/-8.5"
68.5 36.5 13 "68.5/36.5"
35.5 56.5 254 "35.5/56.5"
31.5 49.5 70 "31.5/49.5"
-81.5 52.5 38 "-81.5/52.5"
110.5 50.5 247 "110.5/50.5"
76.5 10.5 212 "76.5/10.5"
110.5 48.5 132 "110.5/48.5"
38.5 13.5 156 "38.5/13.5"
32.5 -12.5 286 "32.5/-12.5"
-9.5 10.5 148 "-9.5/10.5"
133.5 46.5 18 "133.5/46.5"
6.5 43.5 197 "6.5/43.5"
77.5 21.5 135 "77.5/21.5"
-61.5 -38.5 213 "-61.5/-38.5"
5.5 52.5 196 "5.5/52.5"
113.5 46.5 132 "113.5/46.5"
19.5 9.5 121 "19.5/9.5"
78.5 52.5 173 "78.5/52.5"
104.5 36.5 1011 "104.5/36.5"
-3.5 10.5 256 "-3.5/10.5"
-127.5 54.5 7 "-127.5/54.5"
33.5 55.5 69 "33.5/55.5"
-63.5 5.5 183 "-63.5/5.5"
11.5 14.5 151 "11.5/14.5"
-10.5 8.5 267 "-10.5/8.5"
116.5 -1.5 29 "116.5/-1.5"
-95.5 16.5 278 "-95.5/16.5"
-115.5 43.5 56 "-115.5/43.5"
45.5 40.5 25 "45.5/40.5"
-78.5 37.5 244 "-78.5/37.5"
33.5 -17.5 283 "33.5/-17.5"
29.5 -29.5 179 "29.5/-29.5"
41.5 62.5 163 "41.5/62.5"
99.5 58.5 274 "99.5/58.5"
-52.5 -19.5 186 "-52.5/-19.5"
-69.5 -35.5 198 "-69.5/-35.5"
-122.5 61.5 50 "-122.5/61.5"
19.5 -30.5 222 "19.5/-30.5"
115.5 -2.5 29 "115.5/-2.5"
25.5 -8.5 60 "25.5/-8.5"
-101.5 39.5 141 "-101.5/39.5"
106.5 26.5 510 "106.5/26.5"
-7.5 52.5 110 "-7.5/52.5"
25.5 -23.5 113 "25.5/-23.5"
-59.5 -38.5 213 "-59.5/-38.5"
127.5 49.5 18 "127.5/49.5"
122.5 45.5 221 "122.5/45.5"
116.5 42.5 95 "116.5/42.5"
25.5 -12.5 286 "25.5/-12.5"
37.5 -0.5 97 "37.5/-0.5"
-68.5 -1.5 8 "-68.5/-1.5"
-62.5 -23.5 185 "-62.5/-23.5"
-52.5 -12.5 8 "-52.5/-12.5"
25.5 57.5 23 "25.5/57.5"
135.5 49.5 19 "135.5/49.5"
1.5 11.5 255 "1.5/11.5"
132.5 -14.5 49 "132.5/-14.5"
40.5 56.5 254 "40.5/56.5"
-69.5 -38.5 198 "-69.5/-38.5"
34.5 64.5 163 "34.5/64.5"
-52.5 -14.5 243 "-52.5/-14.5"
-77.5 34.5 228 "-77.5/34.5"
-68.5 -42.5 238 "-68.5/-42.5"
75.5 21.5 135 "75.5/21.5"
111.5 47.5 132 "111.5/47.5"
79.5 12.5 104 "79.5/12.5"
37.5 60.5 163 "37.5/60.5"
-84.5 11.5 48 "-84.5/11.5"
-115.5 56.5 50 "-115.5/56.5"
53.5 62.5 163 "53.5/62.5"
106.5 -2.5 1061 "106.5/-2.5"
23.5 5.5 58 "23.5/5.5"
-107.5 58.5 50 "-107.5/58.5"
28.5 -14.5 286 "28.5/-14.5"
15.5 59.5 2151 "15.5/59.5"
109.5 35.5 1010 "109.5/35.5"
-45.5 -1.5 166 "-45.5/-1.5"
-14.5 11.5 217 "-14.5/11.5"
8.5 63.5 2152 "8.5/63.5"
104.5 16.5 138 "104.5/16.5"
71.5 29.5 1090 "71.5/29.5"
-68.5 3.5 182 "-68.5/3.5"
-95.5 44.5 140 "-95.5/44.5"
-69.5 -13.5 12 "-69.5/-13.5"
-98.5 34.5 22 "-98.5/34.5"
-120.5 46.5 56 "-120.5/46.5"
-105.5 41.5 141 "-105.5/41.5"
-63.5 -16.5 9 "-63.5/-16.5"
140.5 -21.5 49 "140.5/-21.5"
-4.5 15.5 150 "-4.5/15.5"
28.5 5.5 157 "28.5/5.5"
-41.5 -10.5 214 "-41.5/-10.5"
76.5 16.5 116 "76.5/16.5"
18.5 -6.5 60 "18.5/-6.5"
16.5 -20.5 114 "16.5/-20.5"
-63.5 -4.5 8 "-63.5/-4.5"
-122.5 55.5 50 "-122.5/55.5"
113.5 41.5 131 "113.5/41.5"
149.5 -22.5 772 "149.5/-22.5"
86.5 21.5 35 "86.5/21.5"
-57.5 -18.5 187 "-57.5/-18.5"
26.5 58.5 23 "26.5/58.5"
-157.5 60.5 7 "-157.5/60.5"
127.5 -18.5 49 "127.5/-18.5"
39.5 57.5 254 "39.5/57.5"
57.5 38.5 271 "57.5/38.5"
2.5 47.5 130 "2.5/47.5"
-7.5 6.5 264 "-7.5/6.5"
-91.5 37.5 141 "-91.5/37.5"
-89.5 18.5 278 "-89.5/18.5"
-68.5 -38.5 198 "-68.5/-38.5"
-91.5 53.5 38 "-91.5/53.5"
48.5 60.5 163 "48.5/60.5"
37.5 52.5 26 "37.5/52.5"
49.5 -14.5 134 "49.5/-14.5"
10.5 0.5 46 "10.5/0.5"
63.5 55.5 174 "63.5/55.5"
32.5 -20.5 227 "32.5/-20.5"
-97.5 28.5 273 "-97.5/28.5"
71.5 47.5 117 "71.5/47.5"
48.5 40.5 25 "48.5/40.5"
-39.5 -7.5 214 "-39.5/-7.5"
111.5 49.5 19 "111.5/49.5"
34.5 40.5 242 "34.5/40.5"
-155.5 58.5 7 "-155.5/58.5"
55.5 54.5 254 "55.5/54.5"
79.5 19.5 91 "79.5/19.5"
24.5 -8.5 60 "24.5/-8.5"
-46.5 -3.5 166 "-46.5/-3.5"
117.5 -21.5 272 "117.5/-21.5"
-75.5 1.5 10 "-75.5/1.5"
-105.5 34.5 200 "-105.5/34.5"
47.5 59.5 254 "47.5/59.5"
83.5 27.5 891 "83.5/27.5"
18.5 8.5 121 "18.5/8.5"
24.5 -17.5 286 "24.5/-17.5"
117.5 35.5 100 "117.5/35.5"
111.5 33.5 512 "111.5/33.5"
26.5 55.5 23 "26.5/55.5"
-90.5 50.5 93 "-90.5/50.5"
-86.5 38.5 178 "-86.5/38.5"
113.5 37.5 95 "113.5/37.5"
-124.5 61.5 50 "-124.5/61.5"
64.5 50.5 248 "64.5/50.5"
42.5 63.5 163 "42.5/63.5"
-45.5 -14.5 214 "-45.5/-14.5"
-80.5 40.5 178 "-80.5/40.5"
-58.5 -3.5 8 "-58.5/-3.5"
-68.5 -10.5 8 "-68.5/-10.5"
-58.5 -5.5 8 "-58.5/-5.5"
105.5 20.5 202 "105.5/20.5"
-123.5 58.5 50 "-123.5/58.5"
-6.5 31.5 168 "-6.5/31.5"
24.5 12.5 157 "24.5/12.5"
-38.5 -11.5 214 "-38.5/-11.5"
-74.5 -47.5 52 "-74.5/-47.5"
-60.5 -6.5 8 "-60.5/-6.5"
31.5 -0.5 75 "31.5/-0.5"
58.5 61.5 163 "58.5/61.5"
43.5 4.5 96 "43.5/4.5"
47.5 38.5 269 "47.5/38.5"
13.5 12.5 123 "13.5/12.5"
63.5 62.5 174 "63.5/62.5"
71.5 46.5 117 "71.5/46.5"
-2.5 41.5 103 "-2.5/41.5"
-73.5 -0.5 10 "-73.5/-0.5"
116.5 -3.5 29 "116.5/-3.5"
46.5 -23.5 134 "46.5/-23.5"
38.5 60.5 163 "38.5/60.5"
120.5 41.5 95 "120.5/41.5"
71.5 43.5 117 "71.5/43.5"
81.5 51.5 174 "81.5/51.5"
76.5 48.5 117 "76.5/48.5"
-2.5 32.5 209 "-2.5/32.5"
98.5 17.5 138 "98.5/17.5"
-72.5 47.5 38 "-72.5/47.5"
22.5 -29.5 181 "22.5/-29.5"
37.5 6.5 96 "37.5/6.5"
75.5 57.5 174 "75.5/57.5"
7.5 35.5 159 "7.5/35.5"
-70.5 43.5 244 "-70.5/43.5"
88.5 50.5 174 "88.5/50.5"
-72.5 -14.5 12 "-72.5/-14.5"
49.5 30.5 269 "49.5/30.5"
-58.5 -11.5 8 "-58.5/-11.5"
47.5 43.5 26 "47.5/43.5"
67.5 25.5 1091 "67.5/25.5"
31.5 10.5 157 "31.5/10.5"
27.5 4.5 157 "27.5/4.5"
131.5 -21.5 49 "131.5/-21.5"
48.5 61.5 163 "48.5/61.5"
38.5 4.5 96 "38.5/4.5"
93.5 44.5 275 "93.5/44.5"
-158.5 56.5 7 "-158.5/56.5"
18.5 49.5 64 "18.5/49.5"
-67.5 -15.5 9 "-67.5/-15.5"
12.5 -1.5 46 "12.5/-1.5"
-4.5 9.5 258 "-4.5/9.5"
79.5 26.5 891 "79.5/26.5"
145.5 -25.5 49 "145.5/-25.5"
-66.5 -1.5 8 "-66.5/-1.5"
126.5 53.5 19 "126.5/53.5"
135.5 52.5 19 "135.5/52.5"
81.5 24.5 890 "81.5/24.5"
-127.5 50.5 7 "-127.5/50.5"
91.5 55.5 174 "91.5/55.5"
