Lon    Lat    Priority   
   87.0000	   46.0000	    0.4997
  -67.0000	  -43.0000	    0.4441
   39.0000	   -4.0000	    0.8426
   -5.0000	   56.0000	    0.8861
 -104.0000	   76.0000	    0.2850
   94.0000	   54.0000	    0.1758
   25.0000	    0.0000	    0.7100
   63.0000	   59.0000	    0.2792
  -73.0000	   65.0000	    0.2765
  101.0000	   26.0000	    0.7415
 -115.0000	   32.0000	    0.7459
  -58.0000	  -34.0000	    0.5125
   22.0000	   16.0000	    0.5545
   25.0000	   53.0000	    0.3462
  -93.0000	   16.0000	    0.8647
  122.0000	   17.0000	    0.9517
   28.0000	   17.0000	    0.1850
  -69.0000	    2.0000	    0.6180
  -40.0000	   -9.0000	    0.6899
   97.0000	   32.0000	    0.7701
  154.0000	   63.0000	    0.2810
  147.0000	  -25.0000	    0.6587
  140.0000	   60.0000	    0.2511
   72.0000	   22.0000	    0.4915
  -91.0000	   42.0000	    0.4191
   63.0000	   67.0000	    0.6193
  -91.0000	   15.0000	    0.8784
  136.0000	  -19.0000	    0.4264
 -115.0000	   59.0000	    0.9628
  -11.0000	   22.0000	    0.1735
 -107.0000	   39.0000	    0.6831
   13.0000	   52.0000	    0.8393
   15.0000	   40.0000	    0.8454
  -81.0000	   -5.0000	    0.8782
   16.0000	  -25.0000	    0.6318
  160.0000	   56.0000	    0.8050
   48.0000	   30.0000	    0.7881
  100.0000	   58.0000	    0.1481
   76.0000	   37.0000	    0.4552
  105.0000	   53.0000	    0.2529
   76.0000	   19.0000	    0.4709
  119.0000	  -30.0000	    0.6807
   84.0000	   43.0000	    0.6560
   54.0000	   35.0000	    0.3987
  147.0000	  -21.0000	    0.7343
    3.0000	   43.0000	    0.5634
   80.0000	   49.0000	    0.3538
 -135.0000	   66.0000	    0.4654
 -116.0000	   65.0000	    0.2622
   87.0000	   35.0000	    0.9098
   84.0000	   27.0000	    0.8353
  173.0000	   68.0000	    0.4003
   64.0000	   58.0000	    0.2938
 -105.0000	   25.0000	    0.5517
  105.0000	   18.0000	    0.8315
   30.0000	  -21.0000	    0.5848
   28.0000	   47.0000	    0.2049
    1.0000	   16.0000	    0.2031
 -154.0000	   67.0000	    0.8277
   89.0000	   68.0000	    0.1654
  -85.0000	   72.0000	    0.3116
  -98.0000	   44.0000	    0.6378
 -129.0000	   66.0000	    0.3951
   11.0000	    6.0000	    0.7478
  -70.0000	  -38.0000	    0.4751
 -112.0000	   58.0000	    0.8209
  100.0000	   51.0000	    0.8457
 -103.0000	   42.0000	    0.5855
  131.0000	   53.0000	    0.3404
 -162.0000	   69.0000	    0.8988
  161.0000	   55.0000	    0.7153
  147.0000	   66.0000	    0.7243
 -107.0000	   31.0000	    0.5320
 -109.0000	   26.0000	    0.8266
  -77.0000	   47.0000	    0.4128
   35.0000	   23.0000	    0.9398
   84.0000	   21.0000	    0.7062
   -3.0000	   23.0000	    0.1289
  106.0000	   56.0000	    0.1879
   35.0000	   -2.0000	    0.8386
   33.0000	   60.0000	    0.2512
   28.0000	   45.0000	    0.3112
   99.0000	   72.0000	    0.2939
  142.0000	   67.0000	    0.3480
  104.0000	   17.0000	    0.7051
   72.0000	   63.0000	    0.1778
  -95.0000	   61.0000	    0.3528
  -55.0000	  -10.0000	    0.6570
   66.0000	   47.0000	    0.3931
  -98.0000	   57.0000	    0.5543
   91.0000	   75.0000	    0.1879
  105.0000	   39.0000	    0.5164
  114.0000	   55.0000	    0.3269
  118.0000	   29.0000	    0.7970
   17.0000	  -21.0000	    0.6413
   86.0000	   59.0000	    0.2244
  -64.0000	   -4.0000	    0.6382
   16.0000	   38.0000	    0.7026
   21.0000	   -5.0000	    0.4954
  -15.0000	   12.0000	    0.6163
   54.0000	   32.0000	    0.3143
  -45.0000	  -22.0000	    0.7725
  125.0000	   40.0000	    0.6437
   17.0000	    7.0000	    0.5407
   38.0000	   27.0000	    0.3338
  -90.0000	   54.0000	    0.3435
  146.0000	  -24.0000	    0.4964
  111.0000	   22.0000	    0.5543
  140.0000	  -34.0000	    0.8983
   90.0000	   48.0000	    0.6973
   30.0000	   66.0000	    0.4126
  128.0000	   44.0000	    0.5709
   97.0000	   44.0000	    0.6347
   25.0000	   35.0000	    0.8741
  102.0000	   40.0000	    0.2569
 -117.0000	   55.0000	    0.5132
   76.0000	   53.0000	    0.2153
  106.0000	   42.0000	    0.7152
  156.0000	   68.0000	    0.2322
 -113.0000	   58.0000	    0.9438
  -54.0000	   -2.0000	    0.6947
  -87.0000	   68.0000	    0.1866
  -76.0000	  -15.0000	    0.7129
  113.0000	   50.0000	    0.6496
   28.0000	   67.0000	    0.3392
  105.0000	   77.0000	    0.1713
  179.0000	   69.0000	    0.5328
  113.0000	   63.0000	    0.2159
  -93.0000	   65.0000	    0.2384
  113.0000	    2.0000	    0.8497
  -88.0000	   20.0000	    0.8456
  144.0000	   62.0000	    0.8100
  -84.0000	   35.0000	    0.8620
  114.0000	   39.0000	    0.5593
  129.0000	   71.0000	    0.2488
  -92.0000	   43.0000	    0.4262
  -84.0000	   12.0000	    0.8254
 -122.0000	   69.0000	    0.8069
   19.0000	   -6.0000	    0.5501
   48.0000	   20.0000	    0.8968
   30.0000	  -12.0000	    0.7682
   48.0000	   48.0000	    0.5656
   89.0000	   34.0000	    0.9031
   62.0000	   43.0000	    0.3675
   25.0000	   45.0000	    0.5817
  125.0000	   50.0000	    0.4040
  126.0000	   44.0000	    0.3675
  123.0000	   48.0000	    0.3306
 -103.0000	   41.0000	    0.6076
  101.0000	   42.0000	    0.3671
  -39.0000	  -11.0000	    0.6939
   21.0000	   66.0000	    0.2484
   64.0000	   48.0000	    0.2954
   22.0000	  -25.0000	    0.3979
  -98.0000	   21.0000	    0.7209
  123.0000	  -34.0000	    0.8851
   39.0000	   51.0000	    0.2651
  -68.0000	   46.0000	    0.4847
   44.0000	   50.0000	    0.2204
   28.0000	   58.0000	    0.4168
 -180.0000	   68.0000	    0.6342
   29.0000	  -18.0000	    0.5025
  106.0000	   40.0000	    0.3813
   86.0000	   38.0000	    0.3597
  171.0000	  -44.0000	    0.8571
  -71.0000	  -17.0000	    0.7962
   13.0000	   13.0000	    0.5871
  142.0000	  -26.0000	    0.3693
  134.0000	  -29.0000	    0.6760
 -121.0000	   47.0000	    0.7422
  -40.0000	  -12.0000	    0.6439
  104.0000	   71.0000	    0.2170
  -76.0000	   61.0000	    0.2239
  139.0000	   62.0000	    0.4402
  -58.0000	  -15.0000	    0.6585
 -118.0000	   71.0000	    0.2674
   42.0000	   30.0000	    0.2517
   26.0000	   61.0000	    0.1843
   -1.0000	   53.0000	    0.3515
  -71.0000	   54.0000	    0.2891
  -98.0000	   50.0000	    0.6015
    4.0000	    8.0000	    0.4879
   39.0000	   49.0000	    0.2294
   88.0000	   35.0000	    0.9081
  -94.0000	   48.0000	    0.5241
  115.0000	   41.0000	    0.3153
  -65.0000	    9.0000	    0.7683
   90.0000	   34.0000	    0.9031
   40.0000	   31.0000	    0.8468
   97.0000	   70.0000	    0.2803
   54.0000	   39.0000	    0.6027
   16.0000	   19.0000	    0.1169
  -73.0000	   -7.0000	    0.5733
 -109.0000	   34.0000	    0.6527
  149.0000	   70.0000	    0.5528
  -98.0000	   23.0000	    0.8244
   42.0000	   52.0000	    0.2205
    8.0000	   46.0000	    0.8129
  119.0000	   31.0000	    0.4319
   62.0000	   53.0000	    0.2423
  105.0000	   67.0000	    0.1065
  137.0000	  -30.0000	    0.5525
    5.0000	   25.0000	    0.3065
   42.0000	   34.0000	    0.5824
  -97.0000	   47.0000	    0.5714
 -122.0000	   43.0000	    0.8117
   73.0000	   56.0000	    0.5362
   56.0000	   73.0000	    0.4968
 -108.0000	   45.0000	    0.6767
   78.0000	   57.0000	    0.2885
   22.0000	    9.0000	    0.5169
 -103.0000	   51.0000	    0.3024
  -86.0000	   38.0000	    0.3903
  140.0000	   -6.0000	    0.7709
  106.0000	   58.0000	    0.1425
    0.0000	   16.0000	    0.2242
   62.0000	   65.0000	    0.3793
  121.0000	   -9.0000	    0.8187
  102.0000	    4.0000	    0.9173
   26.0000	   24.0000	    0.1351
   25.0000	   18.0000	    0.1186
   21.0000	   51.0000	    0.3096
   84.0000	   24.0000	    0.5586
   74.0000	   32.0000	    0.3805
  126.0000	  -18.0000	    0.5123
 -154.0000	   66.0000	    0.3446
    9.0000	   29.0000	    0.1756
   16.0000	  -23.0000	    0.7017
   96.0000	   76.0000	    0.8987
   39.0000	    9.0000	    0.7804
   46.0000	   26.0000	    0.1950
   26.0000	   10.0000	    0.2817
  -50.0000	  -16.0000	    0.6697
   14.0000	   65.0000	    0.5871
   74.0000	   43.0000	    0.6201
  -63.0000	  -18.0000	    0.6396
 -126.0000	   62.0000	    0.6870
  -66.0000	  -15.0000	    0.7550
   77.0000	   10.0000	    0.7571
   70.0000	   38.0000	    0.7222
  174.0000	   66.0000	    0.4470
   20.0000	   20.0000	    0.1107
  139.0000	  -36.0000	    0.7594
  -76.0000	   -6.0000	    0.8862
  118.0000	   33.0000	    0.2382
  -69.0000	   45.0000	    0.5782
  101.0000	   23.0000	    0.8133
  125.0000	  -27.0000	    0.5855
  -92.0000	   46.0000	    0.6566
   33.0000	   35.0000	    0.8777
   -5.0000	   31.0000	    0.4840
